Name,Artist,Popularity,Valence,Energy,Tempo,Acousticness,Danceability,Duration,Instrumentalness,Liveness,Loudness,Speechiness,Mode,Album,year,period
underneath your clothes,shakira,66.0,0.362,0.597,165.508,0.686,0.616,224067.0,0.0,0.104,-5.328,0.0415,1.0,Laundry Service,2002.0,pre_ai
undo it,carrie underwood,40.0,0.648,0.84,156.254,0.11,0.476,177253.0,0.0,0.046,-2.259,0.058,1.0,Play On,2009.0,pre_ai
unfaithful,rihanna,45.0,0.396,0.425,144.043,0.828,0.586,226973.0,0.0,0.234,-8.461,0.032,0.0,A Girl Like Me,2006.0,pre_ai
unforgettable,french montana,83.0,0.733,0.769,97.985,0.0293,0.726,233902.0,0.0101,0.104,-5.043,0.123,1.0,Jungle Rules,2017.0,post_ai
unstoppable,rascal flatts,5.0,0.506,0.799,155.892,0.0738,0.473,227720.0,0.0,0.121,-4.798,0.0483,1.0,Unstoppable,2010.0,pre_ai
untouchable,eminem,42.0,0.648,0.887,172.233,0.0803,0.554,370133.0,0.0,0.15,-3.367,0.503,1.0,Revival,2017.0,post_ai
untouched,the veronicas,34.0,0.508,0.817,177.001,0.0169,0.557,254360.0,0.0215,0.139,-3.721,0.238,0.0,Hook Me Up,2007.0,pre_ai
unwell,matchbox twenty,54.0,0.429,0.788,80.718,0.0298,0.256,228707.0,0.0,0.707,-5.263,0.0403,0.0,More Than You Think You Are,2003.0,pre_ai
unwritten,natasha bedingfield,11.0,0.752,0.795,99.953,0.00424,0.753,255027.0,0.0,0.0608,-5.714,0.0613,0.0,Unwritten,2004.0,pre_ai
up all night,blink,51.0,0.416,0.892,156.086,0.000295,0.479,199707.0,6.31e-05,0.067,-5.167,0.0561,1.0,Neighborhoods (Deluxe Explicit Version),2011.0,pre_ai
up all night,drake,63.0,0.275,0.81,156.325,0.0141,0.602,234333.0,7.66e-06,0.324,-4.653,0.286,1.0,Thank Me Later,2010.0,pre_ai
up on the ridge,dierks bentley,44.0,0.41,0.823,111.609,0.495,0.628,214867.0,2.8e-05,0.0768,-6.531,0.028,0.0,Up On The Ridge,2010.0,pre_ai
up out my face,mariah carey,39.0,0.785,0.546,73.507,0.0978,0.823,221253.0,0.0,0.0491,-5.318,0.287,0.0,Memoirs of an imperfect Angel,2010.0,pre_ai
upgrade u,beyonce,62.0,0.483,0.68,84.547,0.00182,0.593,273053.0,4.84e-05,0.31,-5.556,0.335,1.0,B'Day Deluxe Edition,2006.0,pre_ai
uprising,muse,77.0,0.411,0.905,128.019,0.000202,0.602,304840.0,0.064,0.117,-4.046,0.0775,1.0,The Resistance,2009.0,pre_ai
uproar,lil wayne,76.0,0.884,0.87,99.075,0.0595,0.743,194184.0,0.0,0.299,-2.188,0.212,1.0,Tha Carter V,2018.0,post_ai
upside down,jack johnson,43.0,0.647,0.65,102.476,0.228,0.793,208653.0,0.000128,0.163,-8.299,0.0433,0.0,Jack Johnson And Friends: Sing-A-Longs And Lullabies For The Film Curious George,2006.0,pre_ai
use somebody,kings of leon,77.0,0.173,0.715,137.028,0.00552,0.276,230760.0,0.000417,0.201,-5.356,0.0432,1.0,Only By The Night,2008.0,pre_ai
used 2,lil wayne,59.0,0.523,0.666,87.634,0.337,0.678,240199.0,0.0,0.115,-6.949,0.487,1.0,Tha Carter V,2018.0,post_ai
used to,drake,60.0,0.319,0.429,96.002,0.0795,0.925,268480.0,0.000256,0.0815,-7.663,0.122,0.0,If You're Reading This It's Too Late,2015.0,post_ai
used to love u,john legend,55.0,0.657,0.796,87.982,0.0347,0.661,210867.0,0.0,0.396,-4.776,0.0833,1.0,Get Lifted,2004.0,pre_ai
used to love you,gwen stefani,25.0,0.193,0.654,96.017,0.0183,0.623,227680.0,1.73e-06,0.398,-5.408,0.0674,1.0,This Is What The Truth Feels Like (Deluxe),2015.0,post_ai
va va voom,nicki minaj,42.0,0.679,0.836,126.879,0.0619,0.644,183560.0,0.00715,0.182,-3.411,0.0325,1.0,Pink Friday ... Roman Reloaded (Deluxe Edition),2012.0,pre_ai
vanilla twilight,owl city,63.0,0.567,0.529,166.134,0.00961,0.582,231707.0,0.000554,0.113,-7.637,0.0248,1.0,Ocean Eyes (Deluxe Version),2009.0,pre_ai
vans,the pack,0.0,0.392,0.452,102.052,0.105,0.892,255467.0,7.29e-06,0.0685,-7.882,0.351,0.0,Based Boys,2006.0,pre_ai
venus,lady gaga,29.0,0.736,0.895,121.01,0.0267,0.811,233720.0,0.0,0.104,-4.304,0.0608,0.0,ARTPOP,2013.0,pre_ai
versace,migos,51.0,0.444,0.729,132.073,0.0384,0.841,195474.0,0.0,0.276,-3.047,0.239,0.0,Young Rich N*ggas,2013.0,pre_ai
versace on the floor,bruno mars,77.0,0.301,0.574,174.152,0.196,0.578,261240.0,0.0,0.083,-6.209,0.0454,1.0,24K Magic,2016.0,post_ai
vertigo,u2,54.0,0.683,0.831,139.946,0.000153,0.391,194520.0,0.00192,0.141,-3.892,0.0613,1.0,How To Dismantle An Atomic Bomb,2004.0,pre_ai
vice,miranda lambert,61.0,0.247,0.562,133.647,0.101,0.568,240280.0,6.16e-05,0.363,-7.775,0.0418,1.0,The Weight of These Wings,2016.0,post_ai
victorious,panic! at the disco,70.0,0.691,0.865,110.01,0.00205,0.57,178600.0,0.0,0.404,-4.518,0.0472,1.0,Death of a Bachelor,2015.0,post_ai
video,india.arie,63.0,0.661,0.621,169.983,0.104,0.652,249960.0,5.3e-06,0.0382,-8.677,0.263,0.0,Acoustic Soul,2001.0,pre_ai
video phone,beyonce,21.0,0.602,0.758,155.9,0.00281,0.602,215440.0,0.0384,0.38,-8.945,0.149,1.0,I AM...SASHA FIERCE NEW DELUXE EDITION,2009.0,pre_ai
views,drake,44.0,0.0856,0.855,77.237,0.0614,0.457,311960.0,0.0,0.238,-5.873,0.342,1.0,Views,2016.0,post_ai
ville mentality,j. cole,64.0,0.626,0.378,119.976,0.789,0.857,194347.0,0.000171,0.119,-8.371,0.0928,0.0,4 Your Eyez Only,2016.0,post_ai
wagon wheel,darius rucker,0.0,0.614,0.635,148.067,0.444,0.532,298400.0,0.0,0.134,-7.698,0.0305,1.0,True Believers (Deluxe Edition),2013.0,pre_ai
wait,maroon 5,40.0,0.452,0.603,126.088,0.0959,0.655,190643.0,0.0,0.107,-5.014,0.0555,1.0,Red Pill Blues (Deluxe),2017.0,post_ai
wait for you,elliott yamin,64.0,0.352,0.487,116.027,0.25,0.764,261320.0,0.0,0.184,-6.734,0.0281,1.0,Elliott Yamin,2007.0,pre_ai
waitin' on a woman,brad paisley,53.0,0.339,0.617,76.371,0.0846,0.548,272587.0,5.09e-05,0.113,-7.093,0.0283,1.0,Time Well Wasted,2005.0,pre_ai
waiting for superman,daughtry,1.0,0.373,0.67,105.982,0.00249,0.558,266960.0,0.0,0.0689,-5.724,0.0275,1.0,Baptized (Deluxe Version),2013.0,pre_ai
waiting for the end,linkin park,14.0,0.323,0.961,170.005,0.0415,0.487,231680.0,1.15e-06,0.553,-4.139,0.132,1.0,A Thousand Suns,2010.0,pre_ai
waiting for you,seal,24.0,0.607,0.656,99.046,0.0376,0.636,224280.0,0.0,0.123,-4.88,0.0387,1.0,Seal IV,2003.0,pre_ai
waiting on the world to change,john mayer,76.0,0.663,0.756,176.75,0.159,0.577,201173.0,0.000232,0.249,-5.82,0.115,1.0,Continuum,2006.0,pre_ai
wake me up when september ends,green day,57.0,0.146,0.814,104.98,0.023,0.546,285653.0,0.0,0.0972,-5.146,0.0314,1.0,American Idiot (Deluxe),2004.0,pre_ai
wake up,hilary duff,41.0,0.301,0.825,120.817,0.0729,0.631,218133.0,2.86e-06,0.23,-4.646,0.0419,1.0,Most Wanted,2005.0,pre_ai
wake up call,maroon 5,57.0,0.969,0.949,164.118,0.0302,0.631,201307.0,0.0,0.0882,-2.671,0.0591,0.0,It Won't Be Soon Before Long,2007.0,pre_ai
wake up lovin' you,craig morgan,52.0,0.515,0.652,75.028,0.362,0.538,198840.0,6.03e-06,0.083,-3.521,0.0308,1.0,The Journey (Livin' Hits),2013.0,pre_ai
waking up in vegas,katy perry,11.0,0.59,0.878,130.989,0.0012,0.524,199187.0,0.0,0.098,-3.108,0.0346,0.0,One Of The Boys,2008.0,pre_ai
walk,foo fighters,70.0,0.191,0.866,138.311,3.62e-05,0.231,255960.0,0.000552,0.29,-5.131,0.0517,1.0,Wasting Light,2011.0,pre_ai
walk a little straighter,billy currington,40.0,0.155,0.388,131.894,0.383,0.551,223701.0,0.0,0.0974,-8.327,0.0263,1.0,Billy Currington,2003.0,pre_ai
walk away,kelly clarkson,27.0,0.922,0.903,115.99,0.0179,0.744,188240.0,1.65e-06,0.0995,-4.468,0.0415,1.0,Breakaway,2006.0,pre_ai
walk it out,unk,43.0,0.752,0.698,160.028,0.107,0.792,173053.0,0.0,0.144,-5.837,0.116,0.0,Beat'n Down Yo Block (Deluxe),2007.0,pre_ai
walk it talk it,migos,80.0,0.406,0.628,145.905,0.0739,0.909,276147.0,0.0,0.108,-5.456,0.201,1.0,Culture II,2018.0,post_ai
walk me home,p!nk,35.0,0.432,0.453,88.038,0.0519,0.652,177391.0,0.0,0.179,-6.119,0.0445,1.0,Hurts 2B Human,2019.0,post_ai
walk on water,eminem,47.0,0.618,0.439,81.986,0.805,0.483,303640.0,0.0,0.637,-10.212,0.238,0.0,Revival,2017.0,post_ai
walked outta heaven,jagged edge,56.0,0.523,0.616,120.129,0.573,0.67,270880.0,0.0,0.0535,-6.123,0.225,1.0,Hard,2003.0,pre_ai
walking away,craig david,61.0,0.815,0.686,172.835,0.196,0.596,204867.0,0.0,0.121,-6.371,0.0345,0.0,Born to Do It,2000.0,pre_ai
walking on a dream,empire of the sun,30.0,0.616,0.815,127.034,0.231,0.86,192373.0,9.87e-06,0.0617,-4.426,0.0452,0.0,Two Vines (Deluxe),2008.0,pre_ai
walking on air,katy perry,56.0,0.821,0.908,128.027,0.00144,0.631,222449.0,0.0,0.23,-4.842,0.0391,0.0,PRISM (Deluxe),2013.0,pre_ai
wall to wall,chris brown,14.0,0.563,0.548,188.082,0.00344,0.595,223187.0,0.0,0.134,-6.761,0.115,0.0,Exclusive,2007.0,pre_ai
want to,sugarland,48.0,0.148,0.73,158.281,0.474,0.438,215293.0,0.0,0.113,-3.78,0.0407,1.0,Enjoy The Ride,2006.0,pre_ai
want to want me,jason derulo,34.0,0.656,0.68,114.025,0.00906,0.775,207719.0,0.0,0.109,-5.508,0.0629,0.0,Everything Is 4,2015.0,post_ai
wanted,hunter hayes,59.0,0.3,0.476,169.784,0.268,0.421,228840.0,0.0,0.0816,-7.692,0.0298,1.0,Hunter Hayes (Encore),2012.0,pre_ai
wanted,jessie james,40.0,0.888,0.768,110.015,0.00444,0.665,184547.0,1.87e-05,0.624,-2.688,0.0365,1.0,Jessie James,2009.0,pre_ai
wanted you more,lady antebellum,31.0,0.303,0.723,175.979,0.335,0.464,242080.0,2.88e-06,0.105,-6.328,0.0413,1.0,Own The Night,2012.0,pre_ai
warrior,nelly,17.0,0.815,0.638,88.154,0.217,0.728,164787.0,0.0,0.0624,-6.34,0.336,1.0,Brass Knuckles,2008.0,pre_ai
wasted,carrie underwood,53.0,0.311,0.775,94.998,0.0936,0.548,274267.0,0.0,0.0721,-3.285,0.0306,1.0,Some Hearts,2007.0,pre_ai
wasted,tiesto,63.0,0.386,0.816,112.014,0.00149,0.638,190014.0,0.00115,0.195,-5.503,0.0308,1.0,A Town Called Paradise (Deluxe),2014.0,pre_ai
wasted time,keith urban,43.0,0.341,0.825,100.004,0.0621,0.625,233827.0,0.0,0.0753,-5.758,0.0481,1.0,Ripcord,2016.0,post_ai
wasteland,10 years,20.0,0.358,0.806,146.584,0.000432,0.391,229960.0,0.000298,0.0705,-5.033,0.0866,0.0,The Autumn Effect,2005.0,pre_ai
wasting my time,default,27.0,0.216,0.785,147.988,0.00152,0.442,269307.0,0.0,0.0694,-5.566,0.0319,1.0,The Fallout,2001.0,pre_ai
watch out,2 chainz,21.0,0.532,0.496,130.099,0.826,0.893,199413.0,0.0,0.0656,-6.65,0.498,0.0,Trap-a-Velli Tre,2015.0,post_ai
watch the wind blow by,tim mcgraw,35.0,0.506,0.608,62.65,0.0924,0.517,276400.0,0.0,0.0707,-7.206,0.0265,1.0,Love Story,2002.0,pre_ai
water,brad paisley,54.0,0.694,0.825,97.54,0.00493,0.562,261920.0,0.000629,0.57,-5.794,0.0269,1.0,American Saturday Night,2010.0,pre_ai
water under the bridge,adele,68.0,0.472,0.838,94.982,0.0189,0.596,240427.0,1.54e-05,0.108,-6.52,0.0704,0.0,25,2015.0,post_ai
way of life,lil wayne,35.0,0.677,0.794,97.922,0.0337,0.868,239800.0,0.0,0.0862,-4.284,0.307,0.0,500 Degreez,2002.0,pre_ai
we are never ever getting back together,taylor swift,59.0,0.755,0.682,172.095,0.00934,0.526,191880.0,1.87e-05,0.0936,-5.841,0.158,1.0,Red (Deluxe Edition),2012.0,pre_ai
we are tonight,billy currington,57.0,0.563,0.809,127.914,0.0318,0.56,232107.0,0.0,0.166,-5.327,0.0358,1.0,We Are Tonight,2013.0,pre_ai
we be burnin',sean paul,22.0,0.527,0.94,122.21,0.597,0.653,195957.0,0.0,0.424,-4.703,0.347,0.0,Live at The Palm Room,2005.0,pre_ai
we belong together,mariah carey,27.0,0.765,0.475,139.971,0.026,0.841,201387.0,0.0,0.0785,-7.945,0.0644,1.0,The Emancipation of Mimi,2005.0,pre_ai
we can't stop,miley cyrus,78.0,0.484,0.622,80.003,0.00882,0.613,231240.0,0.0,0.37,-5.794,0.0334,0.0,Bangerz (Deluxe Version),2013.0,pre_ai
we dem boyz,wiz khalifa,69.0,0.52,0.862,130.021,0.00689,0.717,224933.0,0.0,0.321,-4.736,0.054,1.0,Blacc Hollywood (Deluxe),2014.0,pre_ai
we fly high,jim jones,31.0,0.456,0.776,120.0,0.131,0.685,266213.0,0.0,0.241,-6.491,0.34,1.0,A Dipset Christmas,2006.0,pre_ai
we found love,rihanna,1.0,0.6,0.766,127.986,0.025,0.734,215227.0,0.00138,0.108,-4.485,0.0383,1.0,Talk That Talk (Deluxe Edited),2011.0,pre_ai
we made you,eminem,4.0,0.67,0.853,114.003,0.107,0.924,269613.0,1.45e-06,0.129,-1.203,0.0792,1.0,Relapse (Deluxe Edition),2009.0,pre_ai
we own the night,the wanted,56.0,0.557,0.939,103.933,0.00591,0.547,206162.0,0.0,0.227,-4.052,0.131,1.0,Word Of Mouth (Deluxe),2013.0,pre_ai
we owned the night,lady antebellum,35.0,0.468,0.709,99.998,0.278,0.648,197800.0,0.00013,0.0847,-6.986,0.028,1.0,Own The Night,2011.0,pre_ai
we takin' over,dj khaled,60.0,0.565,0.872,112.6,0.153,0.767,263280.0,0.0,0.518,-4.25,0.0761,0.0,We The Best,2007.0,pre_ai
we the people....,a tribe called quest,58.0,0.897,0.805,92.601,0.00909,0.71,172013.0,0.0,0.141,-5.471,0.0637,1.0,We got it from Here... Thank You 4 Your service,2016.0,post_ai
we went,randy houser,60.0,0.544,0.882,101.997,0.097,0.646,179360.0,0.0,0.311,-3.77,0.0371,0.0,Fired Up,2015.0,post_ai
we weren't born to follow,bon jovi,57.0,0.734,0.835,126.037,0.00141,0.503,243493.0,0.0,0.0932,-4.107,0.0405,1.0,The Circle,2009.0,pre_ai
we weren't crazy,josh gracin,16.0,0.633,0.817,164.111,0.21,0.423,227307.0,0.0,0.195,-2.609,0.0437,1.0,Josh Gracin - REALity Country,2007.0,pre_ai
we'll be fine,drake,59.0,0.217,0.488,193.397,0.00171,0.386,247947.0,0.0,0.64,-7.303,0.422,0.0,Take Care (Deluxe),2011.0,pre_ai
we're all in this together,high school musical cast,38.0,0.817,0.934,116.016,0.051,0.758,231427.0,0.0,0.587,-6.411,0.0678,1.0,High School Musical (Spanish Version),2006.0,pre_ai
weak and powerless,a perfect circle,59.0,0.129,0.841,159.747,0.000172,0.483,195133.0,0.861,0.108,-7.494,0.0523,0.0,Thirteenth Step,2003.0,pre_ai
welcome to jamrock,"damian ""jr. gong"" marley",26.0,0.847,0.689,152.948,0.313,0.502,329664.0,0.0,0.962,-9.632,0.122,0.0,Bonnaroo Live '06,2005.0,pre_ai
welcome to my hood,dj khaled,45.0,0.604,0.72,139.79,0.00833,0.59,250373.0,0.0,0.167,-3.833,0.209,1.0,We The Best Forever,2011.0,pre_ai
welcome to my life,simple plan,69.0,0.491,0.858,173.255,0.0134,0.421,206773.0,0.0,0.067,-4.535,0.0963,1.0,Still Not Getting Any,2004.0,pre_ai
welcome to new york,taylor swift,52.0,0.658,0.634,116.992,0.0348,0.789,212600.0,1.64e-06,0.302,-4.762,0.0323,1.0,1989 (Deluxe Edition),2014.0,pre_ai
welcome to the black parade,my chemical romance,44.0,0.231,0.906,87.513,0.000348,0.187,314427.0,0.000297,0.214,-4.321,0.0785,1.0,May Death Never Stop You,2006.0,pre_ai
welcome to the future,brad paisley,45.0,0.43,0.86,141.702,0.0327,0.516,351453.0,0.000131,0.162,-5.856,0.0319,1.0,American Saturday Night,2009.0,pre_ai
wesley's theory,kendrick lamar,22.0,0.507,0.787,114.449,0.359,0.509,287360.0,2.76e-05,0.26,-6.754,0.265,1.0,To Pimp A Butterfly,2015.0,post_ai
west coast,lana del rey,13.0,0.461,0.591,123.167,0.194,0.527,256760.0,0.0194,0.0907,-7.664,0.0396,0.0,Ultraviolence (Deluxe),2014.0,pre_ai
weston road flows,drake,46.0,0.362,0.742,82.884,0.0763,0.623,253533.0,0.0,0.31,-6.963,0.296,1.0,Views,2016.0,post_ai
westside story,the game,60.0,0.944,0.657,86.998,0.166,0.876,223067.0,0.0,0.267,-3.981,0.284,1.0,The Documentary,2004.0,pre_ai
wet dreamz,j. cole,79.0,0.584,0.705,175.483,0.0752,0.504,239320.0,0.0,0.128,-8.205,0.364,0.0,2014 Forest Hills Drive,2014.0,pre_ai
wetter,twista,51.0,0.583,0.686,119.97,0.164,0.831,251267.0,0.0,0.467,-9.796,0.102,1.0,Category F5,2009.0,pre_ai
"what a catch, donnie",fall out boy,51.0,0.425,0.712,127.948,0.0415,0.481,290800.0,1.16e-06,0.206,-4.13,0.0362,1.0,Folie à Deux,2009.0,pre_ai
what about now,daughtry,40.0,0.252,0.836,162.007,0.0724,0.358,253190.0,0.0,0.15,-2.821,0.0419,0.0,Daughtry (Deluxe Edition),2006.0,pre_ai
what about now,lonestar,1.0,0.73,0.819,125.878,0.147,0.663,210000.0,0.0,0.0915,-7.464,0.0335,1.0,Lonely Grill,2000.0,pre_ai
what about us,p!nk,77.0,0.187,0.588,113.617,0.0285,0.489,269600.0,2.11e-06,0.0906,-6.177,0.0507,1.0,Beautiful Trauma,2017.0,post_ai
what about us?,brandy,39.0,0.736,0.732,185.932,0.257,0.524,250067.0,0.0,0.439,-1.595,0.355,0.0,Full Moon,2002.0,pre_ai
what am i gonna do,tyrese,48.0,0.536,0.475,145.597,0.275,0.69,280000.0,0.0,0.0951,-4.702,0.052,0.0,2000 Watts,2001.0,pre_ai
what do i know?,ed sheeran,73.0,0.895,0.492,115.092,0.251,0.838,237333.0,0.0,0.262,-5.69,0.038,0.0,÷ (Deluxe),2017.0,post_ai
what do ya think about that,montgomery gentry,57.0,0.705,0.795,157.067,0.0504,0.592,217947.0,6.35e-06,0.0852,-6.13,0.0291,1.0,Some People Change,2006.0,pre_ai
what do you mean?,justin bieber,78.0,0.801,0.571,125.034,0.61,0.837,205680.0,0.000898,0.0849,-8.273,0.0922,0.0,Purpose (Deluxe),2015.0,post_ai
what do you want,jerrod niemann,49.0,0.543,0.496,153.301,0.657,0.555,214573.0,1.14e-06,0.106,-10.12,0.143,1.0,Judge Jerrod & The Hung Jury,2010.0,pre_ai
what hurts the most,rascal flatts,71.0,0.331,0.671,136.03,0.00842,0.527,214107.0,0.0,0.268,-5.032,0.0283,0.0,Me And My Gang,2003.0,pre_ai
what i've done,linkin park,52.0,0.287,0.93,120.119,0.0141,0.623,205613.0,1.64e-06,0.138,-5.285,0.0324,1.0,Minutes to Midnight,2007.0,pre_ai
what if,jason derulo,36.0,0.538,0.757,82.517,0.14,0.429,203240.0,0.0,0.144,-2.912,0.0306,1.0,Jason Derulo (Deluxe Audio),2010.0,pre_ai
what it feels like for a girl,madonna,45.0,0.582,0.627,104.988,0.201,0.67,283893.0,0.00161,0.154,-9.497,0.0478,1.0,Music,2001.0,pre_ai
what kind of man,florence + the machine,55.0,0.224,0.635,114.776,0.0229,0.313,216176.0,0.0,0.129,-4.676,0.0431,0.0,"How Big, How Blue, How Beautiful (Deluxe)",2015.0,post_ai
what kinda gone,chris cagle,67.0,0.668,0.861,172.052,0.257,0.494,181613.0,0.0,0.103,-5.236,0.0365,1.0,My Life's Been A Country Song,2007.0,pre_ai
what lovers do,maroon 5,5.0,0.425,0.608,110.025,0.0834,0.796,199853.0,3.54e-06,0.125,-5.124,0.0568,0.0,Red Pill Blues + (Deluxe),2017.0,post_ai
what makes you country,luke bryan,68.0,0.797,0.949,159.985,0.0104,0.513,235266.0,0.0,0.154,-1.723,0.0461,1.0,What Makes You Country,2017.0,post_ai
what means the world to you,cam'ron,42.0,0.896,0.586,143.931,0.0199,0.817,279467.0,0.0,0.0363,-8.085,0.163,0.0,Cam'ron...Harlem's Greatest,2000.0,pre_ai
what now,rihanna,13.0,0.227,0.696,180.158,0.0476,0.402,243093.0,0.0,0.628,-4.799,0.0448,0.0,Unapologetic (Deluxe Version),2013.0,pre_ai
what the water gave me,florence + the machine,26.0,0.187,0.572,124.112,0.00681,0.483,333400.0,0.000416,0.112,-6.41,0.0316,0.0,Ceremonials (Deluxe Edition),2011.0,pre_ai
what was i thinkin',dierks bentley,67.0,0.933,0.825,164.857,0.152,0.551,260827.0,6.2e-06,0.0999,-6.24,0.044,0.0,Dierks Bentley,2003.0,pre_ai
what we ain't got,jake owen,32.0,0.169,0.257,127.981,0.952,0.537,218787.0,3.89e-05,0.0899,-10.447,0.0344,1.0,Days of Gold (Deluxe Edition),2013.0,pre_ai
what we do,freeway,54.0,0.326,0.893,188.84,0.00821,0.568,229107.0,0.0,0.308,-4.796,0.33,1.0,Philadelphia Freeway,2002.0,pre_ai
what would meek do?,pusha t,59.0,0.0636,0.636,83.071,0.0064,0.678,153267.0,8.38e-06,0.177,-3.155,0.0782,1.0,DAYTONA,2018.0,post_ai
what you know,t.i.,65.0,0.332,0.81,73.464,0.0155,0.551,274333.0,0.0,0.169,-4.365,0.0344,1.0,King,2006.0,pre_ai
what you waiting for?,gwen stefani,51.0,0.746,0.951,136.035,0.0777,0.67,221227.0,1.57e-06,0.438,-2.628,0.0766,0.0,Love Angel Music Baby (Deluxe Version),2004.0,pre_ai
what you want,evanescence,38.0,0.533,0.929,121.992,0.00531,0.569,221360.0,0.0,0.142,-2.624,0.0762,0.0,Evanescence (Deluxe Version),2011.0,pre_ai
what's it like,jagged edge,41.0,0.388,0.652,114.918,0.343,0.612,262960.0,0.0,0.0537,-7.024,0.0681,1.0,Hard,2003.0,pre_ai
what's left of me,nick lachey,15.0,0.294,0.742,149.965,0.142,0.42,244613.0,0.0,0.145,-5.665,0.0375,1.0,What's Left Of Me,2006.0,pre_ai
what's my name?,rihanna,69.0,0.569,0.784,100.027,0.232,0.703,263173.0,0.0,0.1,-2.942,0.0779,1.0,Loud,2010.0,pre_ai
what's wrong with them,lil wayne,6.0,0.406,0.811,149.788,0.08,0.692,211400.0,0.0,0.151,-5.183,0.285,1.0,I Am Not A Human Being (Explicit Version),2010.0,pre_ai
whataya want from me,adam lambert,17.0,0.457,0.672,185.934,0.0055,0.438,227320.0,0.0,0.0583,-4.706,0.0429,0.0,For Your Entertainment (Deluxe Version),2009.0,pre_ai
whatcha say,jason derulo,64.0,0.711,0.711,144.036,0.0444,0.615,221253.0,0.0,0.145,-5.507,0.0779,1.0,Jason Derulo (Deluxe Audio),2009.0,pre_ai
whatever it is,zac brown band,65.0,0.72,0.576,83.971,0.443,0.686,208213.0,1.7e-05,0.212,-6.632,0.0284,1.0,The Foundation,2008.0,pre_ai
whatever it takes,lifehouse,37.0,0.523,0.875,150.044,0.00544,0.439,207240.0,0.0,0.179,-4.161,0.0299,1.0,Who We Are,2007.0,pre_ai
whatever she's got,david nail,65.0,0.888,0.723,160.465,0.217,0.527,236800.0,0.0,0.037,-6.134,0.0411,1.0,I'm A Fire,2013.0,pre_ai
whatever u want,christina milian,29.0,0.866,0.729,102.325,0.0135,0.791,229333.0,9.53e-06,0.341,-5.588,0.123,1.0,It's About Time,2004.0,pre_ai
whatever you like,t.i.,76.0,0.467,0.687,150.053,0.0161,0.68,249533.0,0.0,0.261,-6.162,0.0709,0.0,Paper Trail,2008.0,pre_ai
when a woman loves,r. kelly,42.0,0.404,0.447,180.336,0.498,0.328,310560.0,0.0,0.174,-5.647,0.0515,1.0,Love Letter,2010.0,pre_ai
when i look at you,miley cyrus,63.0,0.198,0.569,137.87,0.135,0.465,248587.0,0.0,0.109,-4.934,0.0276,1.0,The Time Of Our Lives,2010.0,pre_ai
when i see this bar,kenny chesney,49.0,0.558,0.726,111.069,0.0284,0.712,362813.0,4.48e-05,0.104,-7.346,0.0248,1.0,Life on a Rock,2013.0,pre_ai
when i see u,fantasia,0.0,0.757,0.596,93.134,0.457,0.569,217347.0,8.99e-05,0.205,-6.486,0.171,1.0,Fantasia,2007.0,pre_ai
when i think about angels,jamie o'neal,39.0,0.504,0.843,193.708,0.274,0.507,182613.0,0.0,0.295,-3.421,0.108,1.0,Shiver,2000.0,pre_ai
when i was your man,bruno mars,22.0,0.387,0.28,72.795,0.932,0.612,213827.0,0.0,0.088,-8.648,0.0434,1.0,Unorthodox Jukebox (Deluxe Edition),2013.0,pre_ai
when i'm gone,3 doors down,44.0,0.331,0.776,148.099,0.00439,0.529,262507.0,0.0,0.0881,-5.634,0.0293,1.0,Away From The Sun,2002.0,pre_ai
when i'm gone,wiz khalifa,18.0,0.301,0.76,91.986,0.496,0.701,248560.0,0.0,0.0867,-6.561,0.0512,1.0,Rolling Papers (Deluxe),2011.0,pre_ai
when it hurts,avant,47.0,0.253,0.646,128.279,0.376,0.682,236213.0,0.0,0.0705,-5.509,0.0839,1.0,Avant,2008.0,pre_ai
when somebody loves you,alan jackson,43.0,0.192,0.306,83.849,0.759,0.686,207573.0,9.18e-05,0.108,-12.811,0.0256,1.0,Genuine: The Alan Jackson Story,2001.0,pre_ai
when the last time,clipse,50.0,0.845,0.884,99.036,0.514,0.847,254307.0,0.0,0.303,-3.326,0.245,1.0,Lord Willin',2002.0,pre_ai
when the stars go blue,tim mcgraw,51.0,0.631,0.682,181.64,0.357,0.445,235280.0,7.28e-06,0.109,-6.686,0.0289,1.0,Love Story,2014.0,pre_ai
when we,tank,65.0,0.0741,0.324,117.863,0.165,0.635,309120.0,4.18e-06,0.108,-9.51,0.0769,0.0,SAVAGE,2017.0,post_ai
when we were young,adele,74.0,0.273,0.594,143.86,0.348,0.381,290907.0,0.0,0.0925,-5.97,0.0486,1.0,25,2015.0,post_ai
when you look me in the eyes,jonas brothers,67.0,0.508,0.766,135.938,0.0242,0.4,248500.0,0.0,0.305,-3.717,0.0328,1.0,Jonas Brothers,2007.0,pre_ai
when you were young,the killers,76.0,0.321,0.988,130.435,0.000152,0.467,220427.0,0.0484,0.28,-3.313,0.112,1.0,Sam's Town,2006.0,pre_ai
when you're young,3 doors down,35.0,0.215,0.771,77.014,0.035,0.456,256013.0,1.33e-06,0.0985,-4.454,0.0306,0.0,Time Of My Life (Deluxe Version),2011.0,pre_ai
"whenever, wherever",shakira,73.0,0.872,0.832,107.661,0.236,0.793,196160.0,1.12e-05,0.202,-4.862,0.0406,0.0,Laundry Service,2001.0,pre_ai
