Name,Artist,Popularity,Valence,Energy,Tempo,Acousticness,Danceability,Duration,Instrumentalness,Liveness,Loudness,Speechiness,Mode,Album,year,RiaaStatus,Label,period
ville mentality,j. cole,64.0,0.626,0.378,119.976,0.789,0.857,194347.0,0.000171,0.119,-8.371,0.0928,0,4 Your Eyez Only,2016.0,,,post_ai
wait,maroon 5,22.5,0.4535,0.596,126.109,0.09725,0.6545,190641.5,0.0,0.105,-5.011500000000001,0.056850000000000005,1,Red Pill Blues (Deluxe),2017.0,1x Platinum,222 Records / Interscope,post_ai
walk it talk it,migos,80.0,0.406,0.628,145.905,0.0739,0.909,276147.0,0.0,0.108,-5.456,0.20100000000000004,1,Culture II,2018.0,2x Multi-Platinum,Quality Control Music / Motown Records / Capitol Records,post_ai
walk me home,p!nk,35.0,0.432,0.453,88.038,0.0519,0.652,177391.0,0.0,0.179,-6.119,0.0445,1,Hurts 2B Human,2019.0,,,post_ai
walk on water,eminem,47.0,0.618,0.439,81.986,0.805,0.483,303640.0,0.0,0.637,-10.212,0.238,0,Revival,2017.0,,,post_ai
wasted time,keith urban,43.0,0.341,0.825,100.004,0.0621,0.625,233827.0,0.0,0.0753,-5.758,0.0481,1,Ripcord,2016.0,Gold,Capitol Records Nashville,post_ai
we the people....,a tribe called quest,58.0,0.897,0.805,92.601,0.00909,0.71,172013.0,0.0,0.141,-5.471,0.0637,1,We got it from Here... Thank You 4 Your service,2016.0,,,post_ai
weston road flows,drake,46.0,0.362,0.742,82.884,0.0763,0.623,253533.0,0.0,0.31,-6.963,0.296,1,Views,2016.0,,,post_ai
what about us,p!nk,77.0,0.187,0.588,113.61699999999999,0.0285,0.489,269600.0,2.11e-06,0.0906,-6.177,0.0507,1,Beautiful Trauma,2017.0,1x Platinum,Rca Records,post_ai
what do i know?,ed sheeran,73.0,0.895,0.492,115.092,0.251,0.838,237333.0,0.0,0.262,-5.69,0.038,0,÷ (Deluxe),2017.0,,,post_ai
what lovers do,maroon 5,5.0,0.42499999999999993,0.608,110.025,0.0834,0.796,199853.0,3.54e-06,0.125,-5.124,0.0568,0,Red Pill Blues + (Deluxe),2017.0,2x Multi-Platinum,222 Records / Interscope,post_ai
what makes you country,luke bryan,68.0,0.7970000000000002,0.949,159.985,0.0104,0.513,235266.0,0.0,0.154,-1.7229999999999999,0.0461,1,What Makes You Country,2017.0,,,post_ai
what would meek do?,pusha t,59.0,0.0636,0.636,83.071,0.0064,0.678,153267.0,8.38e-06,0.177,-3.155,0.0782,1,DAYTONA,2018.0,,,post_ai
when we,tank,65.0,0.0741,0.324,117.863,0.165,0.635,309120.0,4.18e-06,0.108,-9.51,0.0769,0,SAVAGE,2017.0,1x Platinum,R&b Money / Atlantic Records,post_ai
wherever i go,onerepublic,66.0,0.349,0.689,99.961,0.09149999999999998,0.552,169773.0,0.0,0.27,-6.444,0.0425,0,Oh My My (Deluxe),2016.0,,,post_ai
white sand,migos,63.0,0.419,0.58,142.104,0.0317,0.833,202835.0,0.0,0.272,-7.57,0.0824,0,Culture II,2018.0,,,post_ai
why you always hatin?,yg,64.0,0.38,0.336,92.995,0.0392,0.9259999999999999,196600.0,0.0,0.138,-9.326,0.594,0,Still Brazy (Deluxe),2016.0,,,post_ai
wins & losses,meek mill,57.0,0.131,0.854,92.006,0.0948,0.683,189057.0,0.0,0.267,-3.915,0.196,1,Wins & Losses (Deluxe),2017.0,,,post_ai
wish i knew you,the revivalists,70.0,0.722,0.716,101.05,0.13,0.651,274093.0,0.0616,0.125,-6.516,0.0258,0,Men Amongst Mountains,2016.0,1x Platinum,Razor & Tie,post_ai
wishing,dj drama,46.0,0.523,0.659,110.044,0.0969,0.48,252480.0,0.0,0.15,-4.668,0.37,1,Quality Street Music 2,2016.0,Gold,Eone Music,post_ai
with them,young thug,59.0,0.284,0.517,132.07,0.00218,0.926,197747.0,0.0,0.091,-6.794,0.184,1,Slime Season 3,2016.0,,,post_ai
with you,drake,49.0,0.801,0.406,127.978,0.145,0.874,195053.0,0.000242,0.112,-10.025,0.266,1,Views,2016.0,1x Platinum,Cash Money / Young Money / Republic Records,post_ai
"woman, amen",dierks bentley,68.0,0.391,0.8039999999999999,119.83800000000001,0.000837,0.484,179827.0,9.29e-06,0.17,-5.889,0.0912,1,The Mountain,2018.0,,,post_ai
work,rihanna,76.0,0.524,0.533,91.496,0.0641,0.594,219320.0,0.0,0.0928,-6.222,0.0981,1,ANTI (Deluxe),2016.0,6x Multi-Platinum,"Westbury Road Entertainment, Llc  /  Roc Nation, Llc",post_ai
wyclef jean,young thug,67.0,0.832,0.576,132.054,0.124,0.863,236293.0,0.0,0.143,-5.687,0.239,0,JEFFERY,2016.0,,,post_ai
yah.,kendrick lamar,66.0,0.648,0.6999999999999998,69.986,0.576,0.67,160293.0,5.34e-06,0.226,-7.893,0.19600000000000004,1,DAMN.,2017.0,Gold,Tde / Aftermath / Interscope,post_ai
you look good,lady antebellum,62.0,0.942,0.9109999999999999,152.043,0.0338,0.653,181000.0,0.000659,0.081,-4.635,0.0439,1,Heart Break,2017.0,,,post_ai
you need to calm down,taylor swift,89.0,0.714,0.671,85.026,0.00929,0.771,171360.0,0.0,0.0637,-5.617,0.0553,1,Lover,2019.0,,,post_ai
younger now,miley cyrus,63.0,0.328,0.873,121.918,0.00129,0.548,248773.0,4.55e-05,0.138,-4.881,0.0618,1,Younger Now,2017.0,,,post_ai
yours if you want it,rascal flatts,35.0,0.40800000000000003,0.9030000000000001,113.01199999999999,0.0102,0.544,206827.0,0.0,0.10800000000000001,-3.151,0.053500000000000006,1,Back To Us (Deluxe Version),2017.0,Gold,Big Machine Records,post_ai
