Name,Artist,Popularity,Valence,Energy,Tempo,year,RiaaStatus,Label,period
like red on a rose,alan jackson,24.0,0.172,0.315,96.684,2006.0,,,pre_ai
like this,kelly rowland,11.0,0.531,0.723,178.183,2007.0,,,pre_ai
like toy soldiers,eminem,62.0,0.387,0.755,81.853,2004.0,3x Multi-Platinum,Shady / Aftermath / Interscope,pre_ai
like we used to,a rocket to the moon,27.0,0.383,0.71,170.113,2009.0,Gold,Fueled by Ramen,pre_ai
like you,bow wow,66.0,0.504,0.6,82.017,2005.0,1x Platinum,Columbia,pre_ai
like you,daddy yankee,52.0,0.758,0.691,95.008,2004.0,,,pre_ai
"lions, tigers & bears",jazmine sullivan,16.0,0.407,0.515,95.406,2008.0,,,pre_ai
lips of an angel,hinder,72.0,0.287,0.769,129.051,2006.0,4x Multi-Platinum,Republic Records,pre_ai
liquor,chris brown,60.0,0.429,0.342,104.995,2015.0,1x Platinum,Rca,pre_ai
little bit of life,craig morgan,39.5,0.703,0.834,96.944,2006.0,,,pre_ai
little miss,sugarland,45.0,0.243,0.797,129.14,2010.0,,,pre_ai
little moments,brad paisley,49.5,0.347,0.551,78.374,2003.0,,,pre_ai
little red wagon,miranda lambert,57.0,0.774,0.813,95.081,2014.0,Gold,Rca Records Label Nashville,pre_ai
little sister,queens of the stone age,50.0,0.927,0.962,161.3,2005.0,,,pre_ai
little talks,of monsters and men,33.0,0.158,0.33,179.11,2011.0,,,pre_ai
little toy guns,carrie underwood,22.0,0.204,0.868,161.886,2015.0,Gold,19 Recordings Limited / Arista Nashville,pre_ai
little white church,little big town,52.0,0.816,0.878,107.024,2010.0,Gold,Capitol Nashville,pre_ai
live a little,kenny chesney,47.0,0.287,0.886,123.985,2011.0,,,pre_ai
live like we're dying,kris allen,54.0,0.94,0.893,92.011,2009.0,1x Platinum,Jive,pre_ai
live like you were dying,tim mcgraw,68.0,0.418,0.546,159.929,2004.0,1x Platinum,Curb,pre_ai
livin' it up,ja rule,25.5,0.661,0.759,106.035,2001.0,,,pre_ai
living and living well,george strait,39.0,0.573,0.658,120.907,2002.0,,,pre_ai
living in fast forward,kenny chesney,47.0,0.912,0.907,116.968,2005.0,,,pre_ai
loaded,ricky martin,0.0,0.748,0.951,199.811,2001.0,,,pre_ai
loca,shakira,59.5,0.917,0.692,112.002,2010.0,,,pre_ai
locked out of heaven,bruno mars,25.0,0.867,0.698,143.994,2012.0,7x Multi-Platinum,Atlantic Records,pre_ai
locked up,akon,46.0,0.369,0.568,89.958,2009.0,Gold,Universal Records,pre_ai
loco,enrique iglesias,21.75,0.254,0.499,145.879,2013.0,,,pre_ai
lollipop,framing hanley,61.0,0.392,0.893,148.043,2008.0,Gold,Silent Majority Group / Independent Label Group,pre_ai
lollipop,lil wayne,60.0,0.448,0.428,148.077,2008.0,5x Multi-Platinum,Cash Money / Universal,pre_ai
lonely boy,the black keys,74.0,0.607,0.872,166.3,2011.0,1x Platinum,Nonesuch,pre_ai
lonely eyes,chris young,60.0,0.336,0.674,106.005,2014.0,Gold,Rca Records Label Nashville,pre_ai
lonely no more,rob thomas,20.5,0.852,0.899,85.844,2005.0,1x Platinum,Atlantic,pre_ai
long black train,josh turner,5.0,0.791,0.708,169.744,2003.0,1x Platinum,Mca Nashville,pre_ai
long hot summer,keith urban,43.5,0.769,0.785,127.987,2011.0,,,pre_ai
long live,taylor swift,52.0,0.142,0.68,204.12,2010.0,,,pre_ai
long road to ruin,foo fighters,60.0,0.365,0.888,146.781,2007.0,,,pre_ai
long time gone,dixie chicks,42.5,0.819,0.924,160.032,2002.0,,,pre_ai
long trip alone,dierks bentley,21.0,0.216,0.514,184.975,2006.0,,,pre_ai
look after you,the fray,68.0,0.283,0.592,78.039,2005.0,,,pre_ai
look what you've done,jet,26.5,0.305,0.547,73.396,2003.0,Gold,Elektra,pre_ai
lookin' for a good time,lady antebellum,26.0,0.848,0.936,122.003,2008.0,Gold,Capitol Nashville,pre_ai
lookin' for that girl,tim mcgraw,27.5,0.376,0.838,76.963,2014.0,,,pre_ai
lose control,missy elliott,52.0,0.81,0.813,125.461,2005.0,2x Multi-Platinum,Atlantic,pre_ai
loser,3 doors down,27.0,0.383,0.894,147.917,2000.0,,,pre_ai
losing grip,avril lavigne,59.0,0.582,0.888,158.368,2003.0,,,pre_ai
lost,gorilla zoe,27.0,0.428,0.509,137.746,2008.0,,,pre_ai
lost in paradise,evanescence,30.0,0.104,0.571,113.059,2011.0,,,pre_ai
lost in the echo,linkin park,67.0,0.478,0.98,120.037,2012.0,,,pre_ai
lost without u,robin thicke,43.0,0.812,0.35,113.196,2007.0,,,pre_ai
lost you anyway,toby keith,26.0,0.367,0.744,150.225,2008.0,,,pre_ai
lot of leavin' left to do,dierks bentley,44.0,0.693,0.878,118.029,2005.0,,,pre_ai
love,keyshia cole,28.0,0.334,0.517,116.688,2005.0,1x Platinum,A&m,pre_ai
love,musiq soulchild,28.0,0.353,0.388,99.582,2000.0,,,pre_ai
love all over me,monica,50.0,0.422,0.628,129.539,2010.0,,,pre_ai
love and war,tamar braxton,53.0,0.242,0.58,179.919,2012.0,,,pre_ai
love at first sight,kylie minogue,22.25,0.48,0.774,124.994,2002.0,,,pre_ai
love don't cost a thing,jennifer lopez,43.0,0.66,0.834,97.527,2000.0,,,pre_ai
love don't die,the fray,14.0,0.245,0.798,115.492,2013.0,Gold,Epic,pre_ai
love don't live here,lady antebellum,29.0,0.62,0.871,139.937,2007.0,Gold,Capitol Nashville,pre_ai
love done gone,billy currington,16.0,0.826,0.716,126.925,2010.0,Gold,Mercury Records Nashville,pre_ai
love drunk,boys like girls,64.0,0.412,0.976,150.005,2009.0,1x Platinum,Columbia,pre_ai
love faces,trey songz,60.0,0.333,0.599,119.778,2011.0,Gold,Atlantic Records,pre_ai
love is a beautiful thing,phil vassar,14.0,0.499,0.799,162.541,2007.0,,,pre_ai
love is blind,eve,45.0,0.579,0.809,176.228,2001.0,,,pre_ai
love is free,sheryl crow,14.0,0.966,0.743,116.486,2008.0,,,pre_ai
love like crazy,lee brice,61.0,0.292,0.725,78.489,2010.0,1x Platinum,Curb,pre_ai
love like winter,afi,51.0,0.535,0.912,120.008,2006.0,,,pre_ai
love like woe,the ready set,57.0,0.822,0.775,90.015,2010.0,1x Platinum,Sire,pre_ai
love me,justin bieber,40.333333333333336,0.714,0.872,124.939,2012.0,,,pre_ai
love me,lil wayne,67.0,0.464,0.608,124.952,2013.0,2x Multi-Platinum,Cash Money / Republic Records,pre_ai
love me or hate me,lady sovereign,14.0,0.913,0.796,120.006,2006.0,,,pre_ai
love on top,beyonce,42.0,0.652,0.748,94.1,2011.0,Gold,Parkwood Entertainment / Columbia,pre_ai
love remembers,craig morgan,35.0,0.379,0.715,153.655,2008.0,,,pre_ai
love sex magic,ciara,46.0,0.874,0.665,107.029,2009.0,,,pre_ai
love somebody,maroon 5,1.0,0.442,0.762,120.025,2013.0,2x Multi-Platinum,222 Records / Interscope,pre_ai
love song,sara bareilles,77.0,0.573,0.786,123.052,2007.0,4x Multi-Platinum,Epic,pre_ai
love story,taylor swift,32.0,0.291,0.637,119.054,2008.0,8x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
love the way you lie,eminem,14.0,0.641,0.925,86.989,2010.0,12x Diamond,Shady / Aftermath / Interscope,pre_ai
love this life,t.i.,22.0,0.401,0.691,173.765,2012.0,,,pre_ai
love this pain,lady antebellum,23.0,0.792,0.905,127.972,2010.0,,,pre_ai
love today,mika,37.0,0.564,0.91,124.465,2007.0,,,pre_ai
love you,jack ingram,0.0,0.68,0.942,116.91,2006.0,,,pre_ai
love you more,ginuwine,34.0,0.428,0.422,117.007,2003.0,,,pre_ai
love you out loud,rascal flatts,44.0,0.452,0.903,96.987,2002.0,,,pre_ai
love yourself,justin bieber,83.0,0.545,0.376,102.541,2015.0,7x Multi-Platinum,Def Jam,pre_ai
love's divine,seal,37.666666666666664,0.228,0.527,96.101,2003.0,,,pre_ai
lovebug,jonas brothers,60.0,0.547,0.505,157.959,2008.0,,,pre_ai
loveeeeeee song,rihanna,37.0,0.501,0.598,119.981,2012.0,1x Platinum,Def Jam,pre_ai
lovegame,lady gaga,33.2,0.844,0.678,105.024,2008.0,,,pre_ai
"lover, lover",jerrod niemann,60.0,0.948,0.567,112.472,2010.0,1x Platinum,Sea Gayle Records / Arista Nashville,pre_ai
lovin' all night,patty loveless,13.0,0.681,0.836,171.989,2003.0,,,pre_ai
lovin' you is fun,easton corbin,20.0,0.647,0.818,109.952,2012.0,Gold,Mercury,pre_ai
loving you easy,zac brown band,66.0,0.326,0.593,98.982,2015.0,,,pre_ai
low,kelly clarkson,18.5,0.517,0.839,142.848,2003.0,,,pre_ai
lucky,britney spears,66.0,0.966,0.791,95.026,2000.0,,,pre_ai
lucky man,montgomery gentry,51.0,0.532,0.471,133.061,2007.0,,,pre_ai
lullaby,nickelback,54.5,0.374,0.839,135.952,2012.0,,,pre_ai
luv u better,ll cool j,39.0,0.691,0.782,95.239,2002.0,,,pre_ai
luxurious,gwen stefani,45.0,0.715,0.715,131.035,2005.0,,,pre_ai
lying from you,linkin park,54.0,0.723,0.951,160.102,2003.0,,,pre_ai
m.a.a.d city,kendrick lamar,15.0,0.217,0.729,91.048,2012.0,,,pre_ai
mad,ne,24.0,0.643,0.659,129.986,2015.0,,,pre_ai
mad season,matchbox twenty,44.0,0.577,0.87,171.992,2000.0,,,pre_ai
made in the usa,demi lovato,18.5,0.612,0.862,87.314,2013.0,,,pre_ai
madness,muse,72.0,0.218,0.417,180.301,2012.0,2x Multi-Platinum,Warner Bros. Records,pre_ai
magic stick,lil' kim,58.0,0.504,0.499,92.982,2003.0,,,pre_ai
magnificent,rick ross,50.0,0.421,0.747,91.347,2009.0,,,pre_ai
magnificent,u2,57.0,0.592,0.715,114.973,2009.0,,,pre_ai
make a movie,twista,53.0,0.375,0.774,120.012,2010.0,,,pre_ai
make her say,kid cudi,57.0,0.438,0.718,99.094,2009.0,1x Platinum,Republic Records,pre_ai
make it rain,fat joe,55.0,0.767,0.697,149.28,2007.0,1x Platinum,Capitol,pre_ai
make me proud,drake,67.0,0.355,0.486,131.913,2011.0,1x Platinum,Universal Republic,pre_ai
make some noise,hannah montana,11.0,0.396,0.73,155.858,2007.0,,,pre_ai
makedamnsure,taking back sunday,39.333333333333336,0.432,0.837,140.495,2006.0,,,pre_ai
makes me wonder,maroon 5,50.5,0.881,0.852,113.999,2007.0,3x Multi-Platinum,A&m/Octone,pre_ai
makin' good love,avant,55.0,0.718,0.647,142.268,2002.0,,,pre_ai
making memories of us,keith urban,39.0,0.3,0.374,103.903,2005.0,Gold,Capitol Nashville,pre_ai
mama's broken heart,miranda lambert,66.0,0.748,0.809,111.989,2013.0,3x Multi-Platinum,Rca Nashville,pre_ai
mama's song,carrie underwood,25.0,0.269,0.659,79.987,2010.0,Gold,19 Recordings Limited / Arista Nashville,pre_ai
man down,rihanna,70.0,0.598,0.896,155.733,2011.0,2x Multi-Platinum,Def Jam,pre_ai
man of the year,schoolboy q,72.0,0.371,0.865,111.914,2013.0,2x Multi-Platinum,Top Dawg Entertainment / Interscope,pre_ai
maneater,nelly furtado,45.5,0.729,0.777,66.404,2006.0,,,pre_ai
maps,maroon 5,28.0,0.879,0.713,120.032,2014.0,4x Multi-Platinum,222 Records / Interscope,pre_ai
maps,yeah yeah yeahs,37.0,0.124,0.941,119.783,2003.0,,,pre_ai
marijuana,kid cudi,26.0,0.54,0.403,140.978,2010.0,Gold,Republic Records,pre_ai
mark my words,justin bieber,63.0,0.532,0.258,116.599,2015.0,Gold,Def Jam,pre_ai
marry for money,trace adkins,5.0,0.685,0.821,125.842,2008.0,,,pre_ai
marry me,jason derulo,38.5,0.23,0.631,105.096,2013.0,1x Platinum,Warner Bros. Records,pre_ai
marry the night,lady gaga,54.0,0.407,0.879,131.092,2011.0,Gold,Interscope / Geffen / A&m,pre_ai
marry you,bruno mars,74.0,0.481,0.832,144.926,2011.0,3x Multi-Platinum,Elektra / Atlantic Records,pre_ai
marvin & chardonnay,big sean,56.0,0.813,0.807,133.023,2011.0,1x Platinum,G.o.o.d Music / Def Jam Recordings,pre_ai
masterpiece,jessie j,64.0,0.613,0.733,143.92,2014.0,,,pre_ai
maybe,sick puppies,16.0,0.537,0.913,167.861,2010.0,,,pre_ai
maybe i deserve,tank,28.0,0.411,0.358,94.014,2001.0,,,pre_ai
mayberry,rascal flatts,52.0,0.37,0.817,88.049,2002.0,,,pre_ai
me and god,josh turner,50.0,0.842,0.755,153.309,2006.0,,,pre_ai
me and my gang,rascal flatts,50.0,0.627,0.902,108.756,2006.0,,,pre_ai
me enamora,juanes,23.5,0.916,0.852,94.013,2007.0,,,pre_ai
"me, myself and i",beyonce,41.5,0.536,0.458,83.61,2003.0,Gold,Columbia,pre_ai
mean,taylor swift,49.0,0.789,0.761,163.974,2010.0,3x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
meant to live,switchfoot,57.0,0.556,0.903,151.551,2003.0,Gold,Columbia,pre_ai
meanwhile back at mama's,tim mcgraw,48.0,0.676,0.679,172.977,2014.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
meet me halfway,the black eyed peas,64.5,0.4,0.629,130.0,2009.0,2x Multi-Platinum,Interscope,pre_ai
megalomaniac,incubus,40.5,0.371,0.943,140.042,2004.0,,,pre_ai
megaman,lil wayne,30.333333333333332,0.335,0.856,101.866,2011.0,,,pre_ai
mercy,dave matthews band,31.0,0.322,0.442,96.007,2012.0,,,pre_ai
mesmerize,ja rule,52.0,0.376,0.653,90.049,2002.0,,,pre_ai
midnight city,m83.,56.0,0.272,0.729,105.013,2011.0,,,pre_ai
migrate,mariah carey,16.5,0.484,0.737,81.886,2008.0,,,pre_ai
million dollar bill,whitney houston,53.0,0.765,0.747,119.899,2009.0,,,pre_ai
mine,taylor swift,49.5,0.658,0.757,121.07,2010.0,3x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
mine would be you,blake shelton,60.0,0.321,0.529,139.876,2013.0,1x Platinum,Warner Bros. Records,pre_ai
mirror,lil wayne,64.0,0.388,0.622,64.468,2011.0,1x Platinum,Universal Republic,pre_ai
mirror mirror,m2m,39.0,0.507,0.685,100.088,2000.0,Gold,Atlantic,pre_ai
mirrors,justin timberlake,77.0,0.512,0.512,76.899,2013.0,2x Multi-Platinum,Rca Records,pre_ai
misery,maroon 5,35.0,0.725,0.808,102.979,2010.0,2x Multi-Platinum,A&m/Octone,pre_ai
misery business,paramore,71.0,0.731,0.906,172.977,2007.0,4x Multi-Platinum,Fueled by Ramen / Atlantic,pre_ai
miss independent,kelly clarkson,33.0,0.599,0.592,176.005,2003.0,,,pre_ai
miss independent,ne,23.0,0.74,0.676,171.807,2008.0,,,pre_ai
miss me,drake,58.0,0.374,0.867,153.939,2010.0,1x Platinum,Cash Money / Young Money / Republic Records,pre_ai
miss murder,afi,72.0,0.725,0.875,143.526,2006.0,,,pre_ai
missing you,case,54.0,0.78,0.602,86.328,2001.0,,,pre_ai
mistletoe,colbie caillat,2.0,0.307,0.453,125.994,2012.0,,,pre_ai
mistletoe,justin bieber,30.0,0.854,0.56,161.994,2011.0,2x Multi-Platinum,Def Jam/Rbmg,pre_ai
mjb da mvp,mary j. blige,47.0,0.481,0.739,100.002,2005.0,,,pre_ai
mockingbird,eminem,69.0,0.208,0.678,83.976,2004.0,4x Multi-Platinum,Shady / Aftermath / Interscope,pre_ai
mockingbird,rob thomas,2.5,0.613,0.77,141.996,2010.0,,,pre_ai
moment 4 life,nicki minaj,24.5,0.344,0.883,98.081,2010.0,1x Platinum,Universal Motown,pre_ai
moments,emerson drive,16.666666666666668,0.269,0.484,141.198,2007.0,,,pre_ai
monday morning church,alan jackson,26.333333333333332,0.213,0.394,135.873,2004.0,,,pre_ai
money maker,ludacris,37.0,0.612,0.598,79.732,2006.0,Gold,Def Jam,pre_ai
more like her,miranda lambert,54.0,0.213,0.393,132.746,2008.0,,,pre_ai
more than miles,brantley gilbert,40.0,0.448,0.778,152.005,2010.0,Gold,Valory Music Group,pre_ai
more than that,backstreet boys,59.0,0.483,0.729,80.061,2001.0,,,pre_ai
motivation,kelly rowland,59.0,0.23,0.673,140.9,2011.0,2x Multi-Platinum,Universal Motown,pre_ai
mountains,lonestar,32.0,0.347,0.767,162.063,2006.0,,,pre_ai
move,luke bryan,62.0,0.778,0.946,103.991,2015.0,Gold,Capitol Records Nashville,pre_ai
move along,the all,46.0,0.615,0.921,109.873,2005.0,,,pre_ai
move that body,nelly,5.0,0.537,0.736,111.017,2010.0,,,pre_ai
moving mountains,usher,55.0,0.37,0.734,115.999,2008.0,,,pre_ai
mr. brightside,the killers,76.0,0.24,0.918,148.114,2003.0,2x Multi-Platinum,Island Records,pre_ai
mr. carter,lil wayne,42.0,0.472,0.71,170.86,2008.0,,,pre_ai
mr. jones,mike jones,35.0,0.264,0.748,79.974,2006.0,,,pre_ai
mr. know it all,kelly clarkson,20.0,0.489,0.805,95.967,2011.0,,,pre_ai
mr. mom,lonestar,0.0,0.671,0.842,172.136,2004.0,Gold,Bna Records Label,pre_ai
mr. rager,kid cudi,15.0,0.533,0.734,102.0,2010.0,,,pre_ai
mr. saxobeat,alexandra stan,29.0,0.775,0.923,127.033,2010.0,1x Platinum,Ultra Records,pre_ai
mr. wrong,mary j. blige,48.0,0.461,0.676,143.058,2011.0,,,pre_ai
mrs. officer,lil wayne,51.0,0.947,0.553,112.021,2008.0,1x Platinum,Universal Records,pre_ai
mrs. right,mindless behavior,49.0,0.52,0.744,71.521,2011.0,,,pre_ai
ms. jackson,outkast,79.0,0.615,0.805,94.946,2000.0,,,pre_ai
mud on the tires,brad paisley,57.5,0.463,0.824,185.217,2004.0,1x Platinum,Arista Nashville,pre_ai
music,erick sermon,1.0,0.884,0.466,100.01,2001.0,,,pre_ai
music,madonna,58.0,0.862,0.833,119.847,2000.0,1x Platinum,Maverick,pre_ai
music box,eminem,52.0,0.427,0.719,81.66,2009.0,,,pre_ai
must be doin' somethin' right,billy currington,64.0,0.395,0.656,167.804,2005.0,2x Multi-Platinum,Mercury Records Nashville,pre_ai
must be nice,lyfe jennings,57.0,0.647,0.401,82.942,2004.0,1x Platinum,Columbia,pre_ai
my apocalypse,metallica,47.0,0.279,0.993,199.915,2008.0,,,pre_ai
my baby's guns n' roses,brantley gilbert,15.5,0.657,0.887,141.009,2014.0,,,pre_ai
my best days are ahead of me,danny gokey,36.0,0.398,0.822,119.997,2010.0,,,pre_ai
my body,young the giant,49.0,0.643,0.909,129.774,2011.0,1x Platinum,"Roadrunner Records, Inc.",pre_ai
my chick bad,ludacris,66.0,0.757,0.723,84.789,2010.0,1x Platinum,Def Jam,pre_ai
my first love,avant,53.0,0.414,0.368,125.95,2000.0,,,pre_ai
my friends over you,new found glory,50.0,0.486,0.979,177.807,2002.0,,,pre_ai
my give a damn's busted,jo dee messina,48.0,0.766,0.874,103.98,2005.0,,,pre_ai
my happy ending,avril lavigne,69.0,0.74,0.936,170.229,2004.0,Gold,Rca Records,pre_ai
my homies still,lil wayne,49.0,0.472,0.643,74.996,2012.0,1x Platinum,Cash Money,pre_ai
my house,flo rida,20.0,0.74,0.702,94.006,2015.0,6x Multi-Platinum,Atlantic Records,pre_ai
my humps,the black eyed peas,27.0,0.604,0.68,123.968,2005.0,2x Multi-Platinum,A&m,pre_ai
my immortal,evanescence,50.5,0.0776,0.29,68.992,2003.0,1x Platinum,Wind-Up Records,pre_ai
my last,big sean,59.0,0.368,0.773,78.629,2011.0,1x Platinum,Def Jam,pre_ai
my life,the game,8.0,0.381,0.766,148.123,2008.0,,,pre_ai
my life would suck without you,kelly clarkson,2.0,0.424,0.882,144.982,2009.0,,,pre_ai
my love goes on and on,chris cagle,21.0,0.953,0.923,161.934,2000.0,,,pre_ai
my old friend,tim mcgraw,35.0,0.591,0.819,183.998,2004.0,,,pre_ai
my place,nelly,36.0,0.6,0.638,81.575,2004.0,,,pre_ai
my sacrifice,creed,71.0,0.257,0.88,146.349,2001.0,,,pre_ai
my story,r. kelly,1.0,0.763,0.501,120.045,2013.0,,,pre_ai
my town,montgomery gentry,39.0,0.547,0.901,93.834,2002.0,,,pre_ai
my way,limp bizkit,20.0,0.608,0.866,97.084,2001.0,,,pre_ai
n dey say,nelly,27.0,0.688,0.723,97.64,2004.0,,,pre_ai
na na,trey songz,57.0,0.235,0.476,96.975,2014.0,2x Multi-Platinum,Atlantic Records,pre_ai
naked,marques houston,45.0,0.409,0.514,59.985,2005.0,,,pre_ai
naughty girl,beyonce,39.0,0.659,0.461,200.053,2004.0,Gold,Columbia,pre_ai
need you now,lady antebellum,30.5,0.231,0.622,107.943,2009.0,9x Multi-Platinum,Capitol Records Nashville,pre_ai
neighbors know my name,trey songz,63.0,0.391,0.693,120.026,2010.0,Gold,Atlantic Records,pre_ai
neon,chris young,53.0,0.496,0.599,99.05,2011.0,Gold,Rca Records Label Nashville,pre_ai
neon light,blake shelton,57.0,0.923,0.78,154.056,2014.0,Gold,Warner Bros.,pre_ai
neon lights,demi lovato,17.5,0.718,0.83,125.936,2013.0,1x Platinum,Hollywood Records,pre_ai
never again,kelly clarkson,3.0,0.449,0.911,145.921,2004.0,Gold,Rca Records,pre_ai
never ever,ciara,43.0,0.287,0.725,131.963,2009.0,,,pre_ai
never gonna be alone,nickelback,63.0,0.59,0.802,130.022,2008.0,,,pre_ai
never gonna leave this bed,maroon 5,29.0,0.47,0.817,117.373,2011.0,1x Platinum,A&m/Octone,pre_ai
never grow up,taylor swift,47.0,0.554,0.305,124.91,2010.0,Gold,"Big Machine Records, Inc.",pre_ai
never had a dream come true,s club 7,54.0,0.441,0.549,122.947,2000.0,,,pre_ai
never let you go,justin bieber,38.0,0.649,0.8,103.166,2010.0,,,pre_ai
never say never,the fray,69.0,0.262,0.492,160.139,2009.0,1x Platinum,Epic,pre_ai
never too late,three days grace,49.0,0.229,0.78,149.91,2006.0,2x Multi-Platinum,Rca Records,pre_ai
never wanted nothing more,kenny chesney,48.0,0.784,0.745,177.835,2007.0,Gold,Bna Records Label,pre_ai
never would have made it,marvin sapp,56.0,0.276,0.559,168.489,2007.0,Gold,Rca Inspiration,pre_ai
new day,patti labelle,24.0,0.624,0.499,95.148,2004.0,,,pre_ai
new romantics,taylor swift,49.0,0.584,0.889,121.956,2015.0,Gold,Big Machine Records,pre_ai
new soul,yael naim,42.5,0.604,0.371,200.085,2007.0,Gold,Atlantic,pre_ai
new york,ja rule,45.0,0.511,0.777,92.393,2004.0,,,pre_ai
next to you,mike jones,7.5,0.616,0.753,82.478,2008.0,,,pre_ai
ni una sola palabra,paulina rubio,42.0,0.646,0.805,130.097,2006.0,,,pre_ai
night's on fire,david nail,62.0,0.784,0.776,164.046,2015.0,,,pre_ai
nightmares of the bottom,lil wayne,28.666666666666668,0.408,0.577,140.065,2011.0,,,pre_ai
nine in the afternoon,panic! at the disco,57.0,0.389,0.804,155.066,2008.0,2x Multi-Platinum,Fueled by Ramen,pre_ai
no better love,young gunz,46.0,0.525,0.897,91.194,2004.0,,,pre_ai
no hurry,zac brown band,23.0,0.407,0.531,146.018,2012.0,,,pre_ai
no letting go,wayne wonder,63.0,0.318,0.819,100.213,2003.0,,,pre_ai
no lie,2 chainz,47.0,0.611,0.67,131.083,2012.0,2x Multi-Platinum,Island/Def Jam,pre_ai
no love,eminem,9.0,0.33,0.932,129.473,2010.0,4x Multi-Platinum,Shady / Aftermath / Interscope,pre_ai
no matter what,t.i.,47.0,0.332,0.824,145.639,2008.0,,,pre_ai
no matter what they say,lil' kim,40.0,0.646,0.774,106.082,2000.0,,,pre_ai
no mediocre,t.i.,37.5,0.195,0.495,95.466,2014.0,,,pre_ai
no more,ruff endz,51.0,0.927,0.641,97.004,2000.0,,,pre_ai
no more drama,mary j. blige,21.0,0.658,0.835,97.894,2001.0,,,pre_ai
no one knows,queens of the stone age,72.0,0.685,0.584,170.411,2002.0,,,pre_ai
no pressure,justin bieber,65.0,0.524,0.611,148.952,2015.0,Gold,Def Jam,pre_ai
no role modelz,j. cole,82.0,0.458,0.521,100.0,2014.0,,,pre_ai
no sense,justin bieber,64.0,0.353,0.501,134.018,2015.0,Gold,Def Jam,pre_ai
no sleeep,janet,23.0,0.285,0.451,87.924,2015.0,,,pre_ai
no sleep,wiz khalifa,19.0,0.769,0.711,160.048,2011.0,2x Multi-Platinum,Atlantic,pre_ai
no surprise,daughtry,49.5,0.152,0.823,95.98,2009.0,,,pre_ai
no tellin',drake,63.0,0.558,0.477,95.03,2015.0,,,pre_ai
no worries,lil wayne,58.0,0.819,0.592,128.033,2012.0,,,pre_ai
nobody's home,avril lavigne,63.0,0.177,0.907,185.406,2004.0,,,pre_ai
nobody's perfect,hannah montana,32.0,0.806,0.977,131.986,2007.0,,,pre_ai
nobody's perfect,j. cole,65.0,0.427,0.498,119.988,2012.0,,,pre_ai
not a bad thing,justin timberlake,58.0,0.109,0.563,85.901,2013.0,1x Platinum,Rca Records,pre_ai
not afraid,eminem,15.0,0.668,0.954,114.635,2010.0,10x Diamond,Shady / Aftermath / Interscope,pre_ai
not like the movies,katy perry,41.666666666666664,0.257,0.479,183.013,2010.0,,,pre_ai
not meant to be,theory of a deadman,42.0,0.284,0.834,142.774,2008.0,1x Platinum,Roadrunner,pre_ai
not myself tonight,christina aguilera,55.0,0.542,0.812,120.015,2010.0,,,pre_ai
not over you,gavin degraw,69.0,0.364,0.894,142.051,2011.0,1x Platinum,Rca Records,pre_ai
not ready to make nice,dixie chicks,47.0,0.283,0.74,167.838,2006.0,Gold,Columbia,pre_ai
note to god,charice,5.0,0.0637,0.586,120.119,2009.0,,,pre_ai
nothin',n.o.r.e.,54.0,0.702,0.869,97.025,2002.0,,,pre_ai
nothin' to die for,tim mcgraw,23.0,0.389,0.786,153.105,2007.0,,,pre_ai
nothin' to lose,josh gracin,52.0,0.877,0.884,121.007,2004.0,Gold,Lyric Street,pre_ai
nothing,the script,57.0,0.503,0.833,157.012,2010.0,Gold,Epic,pre_ai
nothing as it seems,pearl jam,43.0,0.0445,0.508,140.627,2000.0,,,pre_ai
nothing in this world,keke wyatt,53.0,0.4,0.64,132.002,2001.0,,,pre_ai
notion,kings of leon,60.0,0.426,0.887,142.968,2009.0,,,pre_ai
now & forever,drake,60.0,0.0946,0.515,107.945,2015.0,,,pre_ai
nude,radiohead,63.0,0.156,0.342,128.331,2008.0,,,pre_ai
numb,linkin park,82.0,0.243,0.863,110.018,2003.0,4x Multi-Platinum,Warner Bros.,pre_ai
number one,pharrell,26.0,0.666,0.801,107.012,2006.0,,,pre_ai
number one spot,ludacris,36.0,0.55,0.942,146.207,2005.0,Gold,Def Jam,pre_ai
o,omarion,15.0,0.564,0.519,120.054,2004.0,Gold,Epic,pre_ai
obsessed,mariah carey,71.0,0.384,0.471,86.467,2009.0,1x Platinum,Mercury,pre_ai
ocean avenue,yellowcard,74.0,0.786,0.904,173.734,2004.0,2x Multi-Platinum,Hopeless Records,pre_ai
officially missing you,tamia,36.333333333333336,0.226,0.407,178.258,2003.0,,,pre_ai
oh,ciara,4.0,0.357,0.496,128.29,2004.0,,,pre_ai
oh boy,cam'ron,7.0,0.842,0.764,83.025,2002.0,,,pre_ai
oh love,green day,59.0,0.695,0.773,171.806,2012.0,,,pre_ai
oh santa!,mariah carey,19.0,0.519,0.916,78.486,2010.0,,,pre_ai
oklahoma,billy gilman,1.0,0.27,0.268,138.595,2000.0,,,pre_ai
old time's sake,eminem,33.333333333333336,0.836,0.829,176.047,2009.0,,,pre_ai
on a night like this,trick pony,34.0,0.831,0.776,117.912,2001.0,,,pre_ai
on fire,lil wayne,37.0,0.54,0.874,132.11,2010.0,,,pre_ai
