Name,Artist,Popularity,Valence,Energy,Tempo,year,RiaaStatus,Label,period
throw that,slaughterhouse,20.5,0.399,0.683,149.974,2012.0,,,pre_ai
thug holiday,trick daddy,34.5,0.547,0.637,138.015,2002.0,,,pre_ai
thug lovin',ja rule,30.0,0.834,0.639,93.051,2003.0,,,pre_ai
thugs get lonely too,2pac,55.0,0.702,0.878,81.962,2004.0,,,pre_ai
thunder,boys like girls,57.0,0.463,0.821,75.057,2008.0,Gold,Columbia,pre_ai
ticks,brad paisley,49.0,0.718,0.79,94.433,2007.0,1x Platinum,Arista Nashville,pre_ai
tighten up,the black keys,58.0,0.583,0.708,108.952,2010.0,1x Platinum,Warner Bros Records,pre_ai
til it's gone,kenny chesney,52.0,0.499,0.822,86.481,2014.0,,,pre_ai
til my last day,justin moore,33.0,0.618,0.767,104.956,2011.0,Gold,the Valory Music Co,pre_ai
tim mcgraw,taylor swift,59.0,0.39,0.506,152.175,2006.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
time for miracles,adam lambert,10.0,0.178,0.707,144.343,2009.0,,,pre_ai
time is love,josh turner,56.0,0.616,0.826,111.986,2012.0,1x Platinum,Mca Nashville,pre_ai
tip it on back,dierks bentley,51.0,0.737,0.78,137.936,2012.0,,,pre_ai
toes,zac brown band,72.0,0.821,0.759,129.979,2008.0,3x Multi-Platinum,Home Grown / Atlantic,pre_ai
tomorrow,chris young,65.0,0.349,0.644,141.733,2011.0,1x Platinum,Rca Nashville,pre_ai
tongue tied,grouplove,43.0,0.371,0.936,112.96,2011.0,1x Platinum,Canvasback / Atlantic,pre_ai
tonight,jonas brothers,57.0,0.8,0.945,155.883,2008.0,,,pre_ai
tonight i wanna cry,keith urban,34.666666666666664,0.145,0.385,103.779,2005.0,Gold,Capitol Nashville,pre_ai
tonight i'm getting over you,carly rae jepsen,34.0,0.14,0.783,125.951,2013.0,,,pre_ai
too close,alex clare,28.0,0.252,0.716,126.074,2011.0,2x Multi-Platinum,Universal Republic,pre_ai
too many rappers,beastie boys,30.5,0.548,0.872,93.728,2011.0,,,pre_ai
too much,drake,59.0,0.156,0.559,140.201,2013.0,1x Platinum,Cash Money / Young Money / Republic Records,pre_ai
too much of a good thing,alan jackson,25.0,0.473,0.496,108.036,2004.0,,,pre_ai
top back,t.i.,56.0,0.659,0.678,160.074,2006.0,,,pre_ai
top of the world,tim mcgraw,28.0,0.955,0.793,141.216,2015.0,,,pre_ai
tornado,little big town,51.0,0.492,0.696,97.004,2012.0,Gold,Capitol Records Nashville,pre_ai
touch,omarion,12.0,0.949,0.743,115.033,2005.0,,,pre_ai
touch my body,mariah carey,34.5,0.863,0.665,78.515,2008.0,1x Platinum,Mercury,pre_ai
tough,craig morgan,31.5,0.148,0.386,132.885,2006.0,,,pre_ai
toxic,britney spears,79.0,0.924,0.838,143.04,2004.0,Gold,Jive,pre_ai
toxicity,system of a down,23.0,0.492,0.871,117.274,2001.0,,,pre_ai
trading places,usher,58.0,0.332,0.643,146.005,2008.0,,,pre_ai
trauma,meek mill,58.0,0.183,0.639,89.09,2012.0,,,pre_ai
travelin' soldier,dixie chicks,36.5,0.508,0.365,145.859,2002.0,,,pre_ai
treasure,bruno mars,29.0,0.937,0.692,116.017,2013.0,4x Multi-Platinum,Elektra,pre_ai
troubadour,george strait,20.0,0.346,0.659,136.039,2008.0,Gold,Mca Nashville,pre_ai
trouble,p!nk,59.0,0.848,0.933,135.5,2003.0,,,pre_ai
troublemaker,akon,51.0,0.842,0.787,122.074,2008.0,,,pre_ai
truck yeah,tim mcgraw,24.0,0.757,0.915,97.979,2012.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
true,ryan cabrera,41.5,0.37,0.4,96.938,2004.0,Gold,Atlantic,pre_ai
true friend,hannah montana,19.0,0.597,0.768,130.358,2007.0,,,pre_ai
truffle butter,nicki minaj,61.0,0.512,0.667,105.09,2015.0,,,pre_ai
trumpets,jason derulo,32.5,0.64,0.703,81.897,2013.0,2x Multi-Platinum,Warner Bros. Records,pre_ai
trust,justin bieber,56.0,0.474,0.487,72.674,2015.0,,,pre_ai
truth is,fantasia,50.0,0.616,0.451,73.209,2004.0,,,pre_ai
try,colbie caillat,61.0,0.546,0.367,139.959,2014.0,1x Platinum,Republic Records,pre_ai
try,p!nk,74.0,0.551,0.629,103.998,2012.0,,,pre_ai
try it on my own,whitney houston,52.0,0.139,0.593,135.877,2002.0,,,pre_ai
try sleeping with a broken heart,alicia keys,62.0,0.549,0.82,110.977,2009.0,,,pre_ai
turn off the light,nelly furtado,0.0,0.649,0.687,180.214,2001.0,,,pre_ai
turn the night up,enrique iglesias,17.0,0.227,0.749,128.015,2013.0,,,pre_ai
turning tables,adele,68.0,0.21,0.452,79.83,2011.0,Gold,Xl Recordings / Columbia,pre_ai
tuscan leather,drake,52.0,0.281,0.672,79.638,2013.0,,,pre_ai
twisted transistor,korn,67.0,0.416,0.983,110.053,2005.0,,,pre_ai
two black cadillacs,carrie underwood,11.0,0.46,0.85,119.988,2012.0,1x Platinum,19 Recordings Limited / Arista Nashville,pre_ai
two is better than one,boys like girls,66.0,0.25,0.702,127.976,2009.0,1x Platinum,Columbia,pre_ai
u don't have to call,usher,60.0,0.806,0.568,100.005,2001.0,,,pre_ai
u don't know me,t.i.,55.0,0.526,0.66,83.914,2005.0,,,pre_ai
u got it bad,usher,71.0,0.649,0.5,124.037,2001.0,Gold,Laface,pre_ai
u make me wanna,jadakiss,54.0,0.576,0.822,109.711,2004.0,,,pre_ai
u remind me,usher,75.0,0.726,0.629,93.985,2001.0,,,pre_ai
u saved me,r. kelly,36.0,0.297,0.56,104.045,2004.0,,,pre_ai
u should've known better,monica,1.0,0.835,0.529,122.024,2004.0,,,pre_ai
u smile,justin bieber,42.5,0.387,0.612,75.618,2010.0,,,pre_ai
ugly,bubba sparxxx,28.5,0.691,0.83,90.825,2001.0,,,pre_ai
uh huh,b2k,16.0,0.9,0.671,99.69,2001.0,,,pre_ai
ultraviolence,lana del rey,11.0,0.0899,0.541,79.262,2014.0,,,pre_ai
uma thurman,fall out boy,71.0,0.739,0.956,149.958,2015.0,2x Multi-Platinum,Island Records,pre_ai
umbrella,rihanna,42.0,0.549,0.827,174.013,2007.0,6x Multi-Platinum,Def Jam,pre_ai
umma do me,rocko,45.0,0.355,0.606,136.945,2008.0,,,pre_ai
unbroken,demi lovato,4.0,0.352,0.725,125.068,2011.0,,,pre_ai
unbroken,tim mcgraw,33.5,0.536,0.792,119.8,2001.0,,,pre_ai
unconditionally,katy perry,74.0,0.358,0.725,128.861,2013.0,2x Multi-Platinum,Capitol Records,pre_ai
under,pleasure p,29.0,0.474,0.678,119.986,2009.0,,,pre_ai
under and over it,five finger death punch,50.333333333333336,0.094,0.996,75.978,2011.0,,,pre_ai
underneath it all,no doubt,59.0,0.838,0.731,138.204,2002.0,,,pre_ai
underneath the tree,kelly clarkson,57.0,0.689,0.812,159.876,2013.0,,,pre_ai
underneath your clothes,shakira,66.0,0.362,0.597,165.508,2002.0,,,pre_ai
undo it,carrie underwood,30.0,0.648,0.84,156.254,2009.0,1x Platinum,Arista Nashville,pre_ai
unfaithful,rihanna,45.0,0.396,0.425,144.043,2006.0,3x Multi-Platinum,Def Jam,pre_ai
unstoppable,rascal flatts,10.5,0.506,0.799,155.892,2010.0,,,pre_ai
untouched,the veronicas,29.0,0.508,0.817,177.001,2007.0,1x Platinum,Sire,pre_ai
unwell,matchbox twenty,54.0,0.429,0.788,80.718,2003.0,Gold,Atlantic,pre_ai
unwritten,natasha bedingfield,11.0,0.752,0.795,99.953,2004.0,Gold,Epic,pre_ai
up all night,blink,40.333333333333336,0.416,0.892,156.086,2011.0,,,pre_ai
up all night,drake,63.0,0.275,0.81,156.325,2010.0,1x Platinum,Cash Money / Young Money / Republic Records,pre_ai
up on the ridge,dierks bentley,44.0,0.41,0.823,111.609,2010.0,,,pre_ai
up out my face,mariah carey,39.0,0.785,0.546,73.507,2010.0,,,pre_ai
upgrade u,beyonce,62.0,0.483,0.68,84.547,2006.0,,,pre_ai
uprising,muse,77.0,0.411,0.905,128.019,2009.0,1x Platinum,Warner Bros.,pre_ai
upside down,jack johnson,30.5,0.647,0.65,102.476,2006.0,1x Platinum,Universal Records,pre_ai
use somebody,kings of leon,77.0,0.173,0.715,137.028,2008.0,1x Platinum,Rca,pre_ai
used to,drake,60.0,0.319,0.429,96.002,2015.0,,,pre_ai
used to love u,john legend,55.0,0.657,0.796,87.982,2004.0,,,pre_ai
used to love you,gwen stefani,25.0,0.193,0.654,96.017,2015.0,Gold,Interscope,pre_ai
va va voom,nicki minaj,50.666666666666664,0.679,0.836,126.879,2012.0,,,pre_ai
vanilla twilight,owl city,63.0,0.567,0.529,166.134,2009.0,Gold,Universal Records,pre_ai
vans,the pack,0.0,0.392,0.452,102.052,2006.0,,,pre_ai
venus,lady gaga,29.0,0.736,0.895,121.01,2013.0,,,pre_ai
versace,migos,51.0,0.444,0.729,132.073,2013.0,Gold,Quality Control Music,pre_ai
vertigo,u2,54.0,0.683,0.831,139.946,2004.0,Gold,Interscope,pre_ai
victorious,panic! at the disco,70.0,0.691,0.865,110.01,2015.0,1x Platinum,Fueled by Ramen,pre_ai
video,india.arie,63.0,0.661,0.621,169.983,2001.0,,,pre_ai
video phone,beyonce,26.5,0.602,0.758,155.9,2009.0,,,pre_ai
wagon wheel,darius rucker,0.0,0.614,0.635,148.067,2013.0,3x Multi-Platinum,Capitol Records Nashville,pre_ai
wait for you,elliott yamin,64.0,0.352,0.487,116.027,2007.0,1x Platinum,Hickory Records,pre_ai
waitin' on a woman,brad paisley,53.0,0.339,0.617,76.371,2005.0,Gold,Arista Nashville,pre_ai
waiting for superman,daughtry,31.5,0.373,0.67,105.982,2013.0,1x Platinum,Rca Records,pre_ai
waiting for the end,linkin park,14.0,0.323,0.961,170.005,2010.0,1x Platinum,Warner Bros.,pre_ai
waiting for you,seal,21.0,0.607,0.656,99.046,2003.0,,,pre_ai
waiting on the world to change,john mayer,76.0,0.663,0.756,176.75,2006.0,3x Multi-Platinum,Columbia,pre_ai
wake me up when september ends,green day,57.0,0.146,0.814,104.98,2004.0,1x Platinum,Reprise,pre_ai
wake up,hilary duff,36.5,0.301,0.825,120.817,2005.0,Gold,Hollywood,pre_ai
wake up call,maroon 5,56.5,0.969,0.949,164.118,2007.0,2x Multi-Platinum,A&m/Octone,pre_ai
wake up lovin' you,craig morgan,52.0,0.515,0.652,75.028,2013.0,,,pre_ai
waking up in vegas,katy perry,11.0,0.59,0.878,130.989,2008.0,2x Multi-Platinum,Capitol,pre_ai
walk,foo fighters,70.0,0.191,0.866,138.311,2011.0,,,pre_ai
walk a little straighter,billy currington,40.0,0.155,0.388,131.894,2003.0,,,pre_ai
walk away,kelly clarkson,27.0,0.922,0.903,115.99,2006.0,Gold,Rca,pre_ai
walk it out,unk,43.0,0.752,0.698,160.028,2007.0,1x Platinum,Big Oomp Records,pre_ai
walked outta heaven,jagged edge,56.0,0.523,0.616,120.129,2003.0,,,pre_ai
walking away,craig david,61.0,0.815,0.686,172.835,2000.0,,,pre_ai
walking on a dream,empire of the sun,31.0,0.616,0.815,127.034,2008.0,1x Platinum,Astralwerks,pre_ai
walking on air,katy perry,56.0,0.821,0.908,128.027,2013.0,,,pre_ai
wall to wall,chris brown,14.0,0.563,0.548,188.082,2007.0,1x Platinum,Rca,pre_ai
want to,sugarland,48.0,0.148,0.73,158.281,2006.0,Gold,Mercury Nashville,pre_ai
want to want me,jason derulo,34.0,0.656,0.68,114.025,2015.0,4x Multi-Platinum,Warner Records,pre_ai
wanted,hunter hayes,44.5,0.3,0.476,169.784,2012.0,5x Multi-Platinum,Atlantic Records,pre_ai
wanted,jessie james,40.0,0.888,0.768,110.015,2009.0,Gold,Mercury,pre_ai
wanted you more,lady antebellum,31.0,0.303,0.723,175.979,2012.0,,,pre_ai
warrior,nelly,17.0,0.815,0.638,88.154,2008.0,,,pre_ai
wasted,carrie underwood,35.5,0.311,0.775,94.998,2007.0,1x Platinum,Arista Nashville,pre_ai
wasted,tiesto,38.666666666666664,0.386,0.816,112.014,2014.0,1x Platinum,Casablanca,pre_ai
wasteland,10 years,20.0,0.358,0.806,146.584,2005.0,Gold,Republic Records,pre_ai
wasting my time,default,27.0,0.216,0.785,147.988,2001.0,,,pre_ai
watch out,2 chainz,21.0,0.532,0.496,130.099,2015.0,1x Platinum,Def Jam,pre_ai
watch the wind blow by,tim mcgraw,39.5,0.506,0.608,62.65,2002.0,,,pre_ai
water,brad paisley,54.0,0.694,0.825,97.54,2010.0,Gold,Arista Nashville,pre_ai
water under the bridge,adele,68.0,0.472,0.838,94.982,2015.0,Gold,Columbia,pre_ai
way of life,lil wayne,35.0,0.677,0.794,97.922,2002.0,,,pre_ai
we are never ever getting back together,taylor swift,59.0,0.755,0.682,172.095,2012.0,6x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
we are tonight,billy currington,57.0,0.563,0.809,127.914,2013.0,Gold,Mercury Records Nashville,pre_ai
we be burnin',sean paul,26.333333333333332,0.527,0.94,122.21,2005.0,1x Platinum,Atlantic Records,pre_ai
we belong together,mariah carey,27.0,0.765,0.475,139.971,2005.0,3x Multi-Platinum,Def Jam,pre_ai
we can't stop,miley cyrus,78.0,0.484,0.622,80.003,2013.0,5x Multi-Platinum,Rca,pre_ai
we dem boyz,wiz khalifa,69.0,0.52,0.862,130.021,2014.0,1x Platinum,Atlantic Records,pre_ai
we fly high,jim jones,24.666666666666668,0.456,0.776,120.0,2006.0,1x Platinum,Koch,pre_ai
we found love,rihanna,29.0,0.6,0.766,127.986,2011.0,9x Multi-Platinum,Def Jam,pre_ai
we made you,eminem,29.75,0.67,0.853,114.003,2009.0,1x Platinum,Shady / Aftermath / Interscope,pre_ai
we own the night,the wanted,56.0,0.557,0.939,103.933,2013.0,,,pre_ai
we owned the night,lady antebellum,35.0,0.468,0.709,99.998,2011.0,Gold,Capitol Records Nashville,pre_ai
we takin' over,dj khaled,60.0,0.565,0.872,112.6,2007.0,1x Platinum,Koch,pre_ai
we went,randy houser,60.0,0.544,0.882,101.997,2015.0,,,pre_ai
we weren't born to follow,bon jovi,57.0,0.734,0.835,126.037,2009.0,,,pre_ai
we weren't crazy,josh gracin,27.0,0.633,0.817,164.111,2007.0,,,pre_ai
we'll be fine,drake,36.0,0.217,0.488,193.397,2011.0,,,pre_ai
we're all in this together,high school musical cast,38.0,0.817,0.934,116.016,2006.0,,,pre_ai
weak and powerless,a perfect circle,59.0,0.129,0.841,159.747,2003.0,,,pre_ai
welcome to jamrock,"damian ""jr. gong"" marley",39.0,0.847,0.689,152.948,2005.0,,,pre_ai
welcome to my hood,dj khaled,45.0,0.604,0.72,139.79,2011.0,,,pre_ai
welcome to my life,simple plan,69.0,0.491,0.858,173.255,2004.0,Gold,Lava,pre_ai
welcome to new york,taylor swift,38.666666666666664,0.658,0.634,116.992,2014.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
welcome to the black parade,my chemical romance,61.0,0.231,0.906,87.513,2006.0,3x Multi-Platinum,Reprise,pre_ai
welcome to the future,brad paisley,45.0,0.43,0.86,141.702,2009.0,,,pre_ai
wesley's theory,kendrick lamar,22.0,0.507,0.787,114.449,2015.0,,,pre_ai
west coast,lana del rey,13.0,0.461,0.591,123.167,2014.0,,,pre_ai
westside story,the game,60.0,0.944,0.657,86.998,2004.0,,,pre_ai
wet dreamz,j. cole,79.0,0.584,0.705,175.483,2014.0,,,pre_ai
wetter,twista,51.0,0.583,0.686,119.97,2009.0,Gold,Get Money Gang Entertainment,pre_ai
"what a catch, donnie",fall out boy,39.0,0.425,0.712,127.948,2009.0,,,pre_ai
what about now,daughtry,48.0,0.252,0.836,162.007,2006.0,,,pre_ai
what about now,lonestar,1.0,0.73,0.819,125.878,2000.0,,,pre_ai
what about us?,brandy,41.5,0.736,0.732,185.932,2002.0,,,pre_ai
what am i gonna do,tyrese,48.0,0.536,0.475,145.597,2001.0,,,pre_ai
what do ya think about that,montgomery gentry,57.0,0.705,0.795,157.067,2006.0,,,pre_ai
what do you mean?,justin bieber,78.0,0.801,0.571,125.034,2015.0,,,pre_ai
what do you want,jerrod niemann,49.0,0.543,0.496,153.301,2010.0,Gold,Sea Gayle Records / Arista Nashville,pre_ai
what hurts the most,rascal flatts,47.5,0.331,0.671,136.03,2003.0,5x Multi-Platinum,Hollywood Records,pre_ai
what i've done,linkin park,52.0,0.287,0.93,120.119,2007.0,5x Multi-Platinum,Warner Bros.,pre_ai
what if,jason derulo,38.5,0.538,0.757,82.517,2010.0,,,pre_ai
what it feels like for a girl,madonna,45.0,0.582,0.627,104.988,2001.0,,,pre_ai
what kind of man,florence + the machine,55.0,0.224,0.635,114.776,2015.0,,,pre_ai
what kinda gone,chris cagle,67.0,0.668,0.861,172.052,2007.0,,,pre_ai
what means the world to you,cam'ron,29.0,0.896,0.586,143.931,2000.0,,,pre_ai
what now,rihanna,38.5,0.227,0.696,180.158,2013.0,1x Platinum,Def Jam,pre_ai
what the water gave me,florence + the machine,40.5,0.187,0.572,124.112,2011.0,,,pre_ai
what was i thinkin',dierks bentley,67.0,0.933,0.825,164.857,2003.0,Gold,Capitol Nashville,pre_ai
what we ain't got,jake owen,32.0,0.169,0.257,127.981,2013.0,,,pre_ai
what we do,freeway,54.0,0.326,0.893,188.84,2002.0,,,pre_ai
what you know,t.i.,65.0,0.332,0.81,73.464,2006.0,,,pre_ai
what you waiting for?,gwen stefani,51.0,0.746,0.951,136.035,2004.0,Gold,Interscope,pre_ai
what you want,evanescence,38.0,0.533,0.929,121.992,2011.0,,,pre_ai
what's it like,jagged edge,41.0,0.388,0.652,114.918,2003.0,,,pre_ai
what's left of me,nick lachey,15.0,0.294,0.742,149.965,2006.0,Gold,Zomba,pre_ai
what's my name?,rihanna,69.0,0.569,0.784,100.027,2010.0,,,pre_ai
what's wrong with them,lil wayne,6.0,0.406,0.811,149.788,2010.0,,,pre_ai
whataya want from me,adam lambert,17.0,0.457,0.672,185.934,2009.0,,,pre_ai
whatcha say,jason derulo,65.5,0.711,0.711,144.036,2009.0,5x Multi-Platinum,Warner Records,pre_ai
whatever it is,zac brown band,65.0,0.72,0.576,83.971,2008.0,2x Multi-Platinum,Homegrown / Atlantic Records,pre_ai
whatever it takes,lifehouse,37.0,0.523,0.875,150.044,2007.0,,,pre_ai
whatever she's got,david nail,65.0,0.888,0.723,160.465,2013.0,2x Multi-Platinum,Mca Nashville,pre_ai
whatever u want,christina milian,29.0,0.866,0.729,102.325,2004.0,,,pre_ai
whatever you like,t.i.,76.0,0.467,0.687,150.053,2008.0,,,pre_ai
when a woman loves,r. kelly,42.0,0.404,0.447,180.336,2010.0,,,pre_ai
when i look at you,miley cyrus,56.0,0.198,0.569,137.87,2010.0,,,pre_ai
when i see this bar,kenny chesney,49.0,0.558,0.726,111.069,2013.0,,,pre_ai
when i see u,fantasia,0.0,0.757,0.596,93.134,2007.0,,,pre_ai
when i think about angels,jamie o'neal,39.0,0.504,0.843,193.708,2000.0,,,pre_ai
when i was your man,bruno mars,22.0,0.387,0.28,72.795,2013.0,8x Multi-Platinum,Elektra,pre_ai
when i'm gone,3 doors down,44.0,0.331,0.776,148.099,2002.0,Gold,Universal Records,pre_ai
when i'm gone,wiz khalifa,18.0,0.301,0.76,91.986,2011.0,1x Platinum,Atlantic,pre_ai
when it hurts,avant,47.0,0.253,0.646,128.279,2008.0,,,pre_ai
when somebody loves you,alan jackson,37.0,0.192,0.306,83.849,2001.0,,,pre_ai
when the last time,clipse,50.0,0.845,0.884,99.036,2002.0,,,pre_ai
when the stars go blue,tim mcgraw,51.0,0.631,0.682,181.64,2014.0,Gold,Curb,pre_ai
when we were young,adele,74.0,0.273,0.594,143.86,2015.0,1x Platinum,Columbia,pre_ai
when you look me in the eyes,jonas brothers,67.0,0.508,0.766,135.938,2007.0,,,pre_ai
when you were young,the killers,76.0,0.321,0.988,130.435,2006.0,1x Platinum,Island/Def Jam,pre_ai
when you're young,3 doors down,35.0,0.215,0.771,77.014,2011.0,,,pre_ai
"whenever, wherever",shakira,73.0,0.872,0.832,107.661,2001.0,,,pre_ai
where are you going,dave matthews band,54.0,0.258,0.583,97.492,2002.0,,,pre_ai
where do we go from here,filter,41.5,0.21,0.785,94.109,2002.0,,,pre_ai
where have you been,rihanna,26.6,0.444,0.847,127.963,2012.0,4x Multi-Platinum,Def Jam,pre_ai
where i come from,alan jackson,41.0,0.746,0.631,124.711,2001.0,,,pre_ai
where is the love?,the black eyed peas,40.0,0.803,0.699,94.069,2003.0,,,pre_ai
where the blacktop ends,keith urban,39.0,0.961,0.971,157.408,2001.0,,,pre_ai
where the stars and stripes and the eagle fly,aaron tippin,39.0,0.5,0.829,100.026,2001.0,,,pre_ai
whiskey lullaby,brad paisley,64.0,0.198,0.333,74.165,2004.0,2x Multi-Platinum,Arista Nashville,pre_ai
whistle,flo rida,40.0,0.739,0.937,103.976,2012.0,5x Multi-Platinum,Atlantic Records,pre_ai
white flag,dido,6.0,0.302,0.531,169.951,2003.0,,,pre_ai
white horse,taylor swift,26.5,0.247,0.349,92.354,2008.0,2x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
white houses,vanessa carlton,5.0,0.253,0.589,135.156,2004.0,,,pre_ai
white liar,miranda lambert,52.0,0.419,0.777,185.04,2009.0,1x Platinum,Columbia Nashville,pre_ai
who do you love?,yg,35.0,0.146,0.415,193.206,2014.0,,,pre_ai
who i am,jessica andrews,55.0,0.259,0.674,84.039,2000.0,,,pre_ai
who i am hates who i've been,relient k,42.5,0.491,0.902,166.823,2004.0,Gold,Gotee Records,pre_ai
who i am with you,chris young,60.0,0.47,0.702,150.309,2014.0,1x Platinum,Rca Records Label Nashville,pre_ai
who knew,p!nk,72.0,0.459,0.733,140.004,2006.0,1x Platinum,Laface,pre_ai
who let the dogs out,baha men,40.333333333333336,0.787,0.85,129.214,2000.0,,,pre_ai
who says,john mayer,70.0,0.367,0.509,90.457,2009.0,1x Platinum,Columbia,pre_ai
who says you can't go home,bon jovi,13.0,0.602,0.938,131.954,2005.0,,,pre_ai
who we be,dmx,43.5,0.577,0.888,82.783,2001.0,,,pre_ai
who wouldn't wanna be me,keith urban,17.0,0.874,0.793,119.791,2003.0,,,pre_ai
who you love,john mayer,67.0,0.691,0.351,145.907,2013.0,Gold,Columbia,pre_ai
who you'd be today,kenny chesney,52.0,0.248,0.431,145.855,2005.0,Gold,Bna Records Label,pre_ai
who's that girl?,eve,54.0,0.518,0.861,96.458,2001.0,,,pre_ai
whoknows,musiq,33.0,0.297,0.678,117.555,2004.0,,,pre_ai
why can't i?,liz phair,58.0,0.227,0.759,80.958,2003.0,,,pre_ai
why do you love me,garbage,16.0,0.475,0.886,159.966,2005.0,,,pre_ai
why don't we fall in love,amerie,0.0,0.649,0.773,90.003,2002.0,,,pre_ai
why don't we just dance,josh turner,33.0,0.654,0.767,121.87,2010.0,1x Platinum,Mca Nashville,pre_ai
why i love you,b2k,19.5,0.412,0.614,89.981,2002.0,,,pre_ai
why they call it falling,lee ann womack,15.0,0.275,0.294,128.672,2000.0,,,pre_ai
why wait,rascal flatts,26.0,0.51,0.776,122.015,2010.0,,,pre_ai
why we thugs,ice cube,24.0,0.653,0.59,100.892,2006.0,,,pre_ai
why you wanna,t.i.,52.0,0.654,0.772,96.046,2006.0,,,pre_ai
"why, why, why",billy currington,38.0,0.6,0.922,97.996,2005.0,,,pre_ai
wide awake,katy perry,61.5,0.575,0.683,159.814,2012.0,5x Multi-Platinum,Capitol Records,pre_ai
wild at heart,gloriana,19.0,0.744,0.852,98.02,2009.0,Gold,Reprise/Emblem,pre_ai
wild horses,susan boyle,14.0,0.116,0.152,89.475,2009.0,,,pre_ai
wildest dreams,taylor swift,42.666666666666664,0.465,0.688,139.997,2014.0,3x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
wildfire,john mayer,62.0,0.763,0.665,96.999,2013.0,,,pre_ai
wind it up,gwen stefani,41.0,0.95,0.9,120.006,2006.0,,,pre_ai
window seat,erykah badu,56.0,0.564,0.535,82.193,2010.0,,,pre_ai
windows down,big time rush,9.0,0.859,0.924,129.953,2012.0,,,pre_ai
wipe your eyes,maroon 5,1.0,0.619,0.893,137.039,2012.0,,,pre_ai
wish i didn't miss you,angie stone,64.0,0.842,0.755,123.883,2002.0,,,pre_ai
wish you were here,incubus,46.5,0.318,0.766,169.944,2001.0,,,pre_ai
wit me,t.i.,11.0,0.426,0.64,142.007,2013.0,,,pre_ai
with love,hilary duff,26.0,0.961,0.896,121.978,2007.0,,,pre_ai
with me,lonestar,27.0,0.666,0.907,112.696,2001.0,,,pre_ai
with you,chris brown,27.0,0.665,0.696,86.001,2007.0,3x Multi-Platinum,Rca,pre_ai
with you,jessica simpson,59.0,0.605,0.756,94.487,2003.0,Gold,Columbia,pre_ai
